EXTRELNO,NAME1TITLE,POSTCODE,LANGUACODE
0163974,FA,8310,NL
0163978,FA,1600,NL
0163979,FA,8940,NL
0163982,HR,8400,NL
0163985,FA,9521,NL
0163996,FA,2610,NL
0164010,MW,2800,NL
0164014,MW,9120,NL
0164017,MW,1760,NL
0173349,HM,9060,NL
0173353,MW,8310,NL
0173356,HM,2300,NL
0173366,MW,,FR
0173367,HM,2020,NL
0173374,HR,2100,NL
0173375,FA,2980,NL
0173377,MW,2320,NL
0173378,HR,3560,NL
0173384,MW,2950,NL
0173396,MW,9000,NL
0173402,MW,9041,NL
0173405,MW,3550,NL
0173410,HR,2650,NL
0173416,HR,1030,NL
0173432,MW,2640,NL
0173435,MW,1050,FR
0173437,MW,3500,NL
0173443,HR,2650,NL
0173449,HR,9120,NL
0173453,MW,2520,NL
0173461,MW,2610,NL
0173462,MW,3300,NL
0173464,JU,3950,NL
0173468,MW,2110,NL
0173476,HR,2500,NL
0173480,HR,1850,NL
0173483,HR,3202,NL
0173484,MW,8790,NL
0173489,MW,2018,NL
0173490,FA,8940,NL
0173491,MW,9402,NL
0173495,HR,2300,NL
0173517,HM,9120,NL
0173519,HR,3500,NL
0173520,HM,9100,NL
0173530,HM,3990,NL
0173542,HR,1790,NL
0173550,HR,3512,NL
0173554,HR,2018,NL
0173555,HR,2980,NL
0173558,HR,3910,NL
0173559,FA,8850,NL
0173560,HR,2650,NL
0173564,FA,2970,NL
0173571,FA,8740,NL
0173572,MW,1851,NL
0173579,HR,9920,NL
0173599,JU,3051,NL
0173613,HR,8020,NL
0173617,MW,9030,NL
0173618,HM,3890,NL
0173622,MW,2550,NL
0173630,HR,2223,NL
0173632,JU,8310,NL
0173636,JU,3001,NL
0173641,HR,2830,NL
0173642,MW,9000,NL
0173649,HR,2400,NL
0173654,MW,3630,NL
0173661,HM,2310,NL
0173667,FA,3630,NL
0173668,HR,8958,NL
0173674,HM,1800,NL
0173675,HR,9190,NL
0173683,HR,2650,NL
0173686,HM,2660,NL
0173687,HM,3071,NL
0173692,HR,9000,NL
0173694,HR,3740,NL
0173704,,1000,NL
0173715,HM,8530,NL
0173716,MW,2020,NL
0173719,HR,8450,NL
0173723,HR,8620,NL
0173724,HR,3300,NL
0173732,MW,3590,NL
0173740,HM,2030,NL
0173741,MW,2610,NL
0173745,HM,3212,NL
0173747,HR,1050,NL
0173767,FA,9080,NL
0173768,MW,3001,NL
0173770,FA,3090,NL
0173772,FA,2900,NL
0173779,HR,9600,NL
0173787,FA,9971,NL
0173796,FA,8800,NL
0173804,HM,8460,NL
0173819,MW,2100,NL
0173823,FA,2570,NL
0173838,HM,8552,NL
0173842,HR,2970,NL
0173847,MW,9280,NL
0173849,MW,9240,NL
0173855,FA,2140,NL
0173856,HR,8560,NL
0173865,HR,4000,FR
0173866,MW,1060,FR
0173882,MW,1410,FR
0173883,MW,3530,NL
0173904,HM,2160,NL
0173916,FA,3012,NL
0173918,HM,9031,NL
0173926,HR,8800,NL
0173928,HR,1200,NL
0173931,HM,3210,NL
0173954,JU,9860,NL
0173956,MW,1600,NL
0173958,HR,9060,NL
0173962,MW,9160,NL
0173977,JU,2830,NL
0173984,MW,2018,NL
0173996,MW,8780,NL
0173997,FA,2180,NL
0174005,HR,3620,NL
0174006,HR,3500,NL
0174007,,3201,NL
0174019,MW,2040,NL
0174026,MW,9100,NL
0174027,MW,9800,NL
0174032,FA,2610,NL
0174038,HR,9308,NL
0174041,FA,2600,NL
0174043,HR,9230,NL
0174053,FA,8830,NL
0174057,HR,9991,NL
0174071,FA,9980,NL
0174072,FA,8791,NL
0174078,MW,9200,NL
0174081,MW,8560,NL
0174084,MW,7700,NL
0174088,FA,3090,NL
0174089,HR,3500,NL
0174090,MW,9000,NL
0174096,HM,2323,NL
0174100,HR,2800,NL
0174107,HR,8400,NL
0174108,HM,1861,NL
0174113,HR,9041,NL
0174116,FA,3910,NL
0174124,MW,8400,NL
0174127,HR,2400,NL
0174133,MW,4801,FR
0174146,HM,1600,FR
0174152,FA,9111,NL
0174158,HR,3630,NL
0174165,HM,2243,NL
0174174,HR,9290,NL
0174179,HR,9160,NL
0174185,HM,3600,NL
0174191,MW,2020,NL
0174198,HR,8480,NL
0174200,FA,9790,NL
0174201,HM,3560,NL
0174204,HR,8210,NL
0174216,FA,6120,FR
0174228,HR,1910,NL
0174230,HR,2800,NL
0174231,MW,8020,NL
0174236,MW,2812,NL
0174242,HR,2018,NL
0174249,FA,2070,NL
0174251,MW,9000,NL
0174253,HM,2222,NL
0174259,HR,9700,NL
0174269,MW,1080,FR
0174273,MW,4900,FR
0174279,MW,7730,FR
0174280,HR,7160,FR
0174282,FA,4000,FR
0174288,MW,3461,NL
0174295,HM,2547,NL
0174297,HR,8820,NL
0174300,HM,2240,NL
0174303,MW,3910,NL
0174305,MW,2500,NL
0174313,MW,2220,NL
0174314,FA,3550,NL
0174316,MW,2880,NL
0174320,MW,9810,NL
0174327,HM,2430,NL
0174328,MW,9506,NL
0174335,HR,1853,NL
0174336,HM,1853,NL
0174340,HR,8301,NL
0174347,HM,8790,NL
0174348,JU,9500,NL
0174349,MW,9140,NL
0174357,HM,2220,NL
0174362,JU,2560,NL
0174364,HR,1600,NL
0174381,MW,9255,NL
0174390,MW,1370,FR
0174395,HR,5000,FR
0174401,HR,2800,NL
0174406,FA,6900,FR
0174413,FA,2270,NL
0174427,FA,8560,NL
0174428,FA,3620,NL
0174429,HR,2300,NL
0174432,HR,2180,NL
0174435,MW,1150,NL
0174437,FA,1745,NL
0174441,HM,2270,NL
0174458,MW,1070,FR
0174460,JU,1190,FR
0174461,JU,5190,FR
0174465,MW,7730,FR
0174468,JU,1541,FR
0174471,FA,2811,NL
0174472,HR,,FR
0174473,FA,2243,NL
0174476,MW,3910,NL
0174484,MW,9290,NL
0174486,HR,2520,NL
0174487,HM,2630,NL
0174488,HR,3582,NL
0174489,MW,2500,NL
0174491,MW,8020,NL
0174495,HR,9130,NL
0174497,HM,2100,NL
0174500,HM,8760,NL
0174503,HR,9000,NL
0174505,HM,9990,NL
0174506,JU,2910,NL
0174511,HR,2180,NL
0174516,HR,3500,NL
0174522,FA,7130,FR
0174529,HR,9520,NL
0174534,HR,2950,NL
0174537,FA,3061,FR
0174543,FA,1030,FR
0174549,HR,6700,FR
0174552,MW,6001,FR
0174553,MW,2900,NL
0174554,HR,2060,NL
0174555,HR,8600,NL
0174557,HM,8900,NL
0174562,FA,7090,FR
0174566,HM,2520,NL
0174568,HR,2450,NL
0174578,FA,9990,NL
0174583,HR,2930,NL
0174585,HM,8310,NL
0174596,FA,1950,NL
0174600,HM,8511,NL
0174601,HR,2900,NL
0174605,HM,3500,NL
0174606,MW,9031,NL
0174611,HM,8560,NL
0174614,HR,8310,NL
0174618,HR,2800,NL
0174623,MW,1701,NL
0174624,HM,2570,NL
0174630,HR,2490,NL
0174635,FA,3870,NL
0174636,HM,9080,NL
0174637,HR,1160,NL
0174642,MW,8000,NL
0174652,HR,5020,FR
0174654,MW,1080,FR
0174659,MW,3390,NL
0174664,HM,2550,NL
0174665,HM,8930,NL
0174667,MW,8300,NL
0174668,JU,9120,NL
0174669,MW,3052,NL
0174674,HR,8860,NL
0174677,HR,4800,FR
0174685,JU,9255,NL
0174686,MW,2820,NL
0174689,FA,9620,NL
0174691,MW,9000,NL
0174692,HR,3511,NL
0174696,HR,3530,NL
0174697,HM,8770,NL
0174703,MW,1410,FR
0174705,MW,1932,NL
0174708,HR,2370,NL
0174713,HR,2200,NL
0174718,HR,1740,NL
0174719,HR,2540,NL
0174721,HM,9800,NL
0174731,MW,3270,NL
0174735,FA,8500,NL
0174738,HM,1800,NL
0174742,HR,3001,NL
0174743,FA,2440,NL
0174748,JU,8630,NL
0174755,HR,2000,NL
0174760,MW,9940,NL
0174762,FA,2110,NL
0174768,HM,8430,NL
0174771,HR,8500,NL
0174776,HR,9032,NL
0174780,JU,1200,NL
0174792,MW,9100,NL
0174801,HM,8370,NL
0174805,MW,9000,NL
0174806,MW,1742,NL
0174814,HR,1420,FR
0174824,MW,4651,FR
0174828,HR,5644,FR
0174829,HM,1500,FR
0174837,HR,9070,NL
0174838,FA,9255,NL
0174839,FA,3001,NL
0174843,JU,9810,NL
0174845,HM,9500,NL
0174853,MW,3300,NL
0174855,MW,9140,NL
0174860,HR,2840,NL
0174863,HR,3370,NL
0174864,MW,2500,NL
0174878,HM,8500,NL
0174879,FA,3010,NL
0174880,FA,3840,NL
0174891,FA,2630,NL
0174892,HM,9000,NL
0174895,MW,3350,NL
0174903,HR,1180,FR
0174906,MW,3582,NL
0174907,FA,1790,NL
0174908,FA,2220,NL
0174918,MW,3600,NL
0174929,HM,1200,FR
0174934,MW,3511,NL
0174944,FA,2140,NL
0174955,MW,8211,NL
0174961,MW,9120,NL
0174971,HR,8460,NL
0174973,MW,8800,NL
0174986,MW,7390,FR
0174992,JU,1332,FR
0174995,MW,4101,FR
0175003,MW,1560,NL
0175005,MW,8300,NL
0175009,MW,2610,NL
0175011,HR,3900,NL
0175026,HR,8790,NL
0175031,HM,2300,NL
0175039,HM,3850,NL
0175040,HM,7333,FR
0175050,MW,2350,NL
0175055,MW,8480,NL
0175066,MW,1300,FR
0175067,FA,2890,NL
0175074,HR,2820,NL
0175076,MW,8520,NL
0175098,HM,2550,NL
0175105,MW,9160,NL
0175112,FA,2800,NL
0175114,FA,9100,NL
0175117,MW,1050,NL
0175120,MW,8890,NL
0175124,MW,3730,NL
0175127,FA,9800,NL
0175128,MW,1770,NL
0175133,MW,2000,NL
0175134,HR,3630,NL
0175138,MW,8000,NL
0175149,FA,3010,NL
0175150,HR,9820,NL
0175158,MW,8430,NL
0175164,HR,3540,NL
0175166,FA,2570,NL
0175175,FA,3440,NL
0175179,HR,3000,NL
0175180,HM,9310,NL
0175189,JU,9051,NL
0175191,MW,1860,NL
0175200,HM,3680,NL
0175203,JU,2570,NL
0175205,MW,2260,NL
0175207,HM,3570,NL
0175210,JU,9100,NL
0175211,HR,1730,NL
0175216,MW,8640,FR
0175217,JU,2200,NL
0175218,HM,9230,NL
0175219,FA,8000,NL
0175220,FA,2300,NL
0175221,HR,8554,NL
0175222,HR,9870,NL
0175223,MW,9620,NL
0175228,HR,2020,NL
0175229,MW,1950,FR
0175247,JU,3360,NL
0175250,HR,8570,NL
0175252,FA,3910,NL
0175254,MW,8791,NL
0175257,HM,1840,NL
0175273,HR,9185,NL
0175278,FA,2640,NL
0175283,HM,3770,NL
0175294,MW,9970,NL
0175299,JU,8730,NL
0175305,MW,9991,NL
0175307,MW,2950,NL
0175326,HR,8210,NL
0175338,MW,9170,NL
0175347,FA,8880,NL
0175356,HR,3001,NL
0175366,FA,2560,NL
0175379,FA,2940,NL
0175384,MW,2300,NL
0175398,HR,8210,NL
0175399,FA,2610,NL
0175410,HR,8972,NL
0175411,HM,2950,NL
0175427,HM,2830,NL
0175428,JU,9260,NL
0175435,HM,3220,NL
0175440,HR,9840,NL
0175444,MW,3000,NL
0175449,FA,2900,NL
0175450,HR,3090,NL
0175452,HR,2018,NL
0175453,HR,2200,NL
0175454,MW,9470,NL
0175459,MW,1500,NL
0175462,HR,9120,NL
0175464,MW,2430,NL
0175475,,9000,NL
0175489,HR,3600,NL
0175501,MW,3670,NL
0175502,JU,2830,NL
0175510,HM,9290,NL
0175520,MW,8520,NL
0175531,JU,9070,NL
0175539,HR,9420,NL
0175543,MW,2860,NL
0175552,FA,2940,NL
0175563,MW,2940,NL
0175578,MW,1160,FR
0175579,FA,8583,NL
0175586,JU,9100,NL
0175592,HM,1380,FR
0175596,MW,9000,NL
0175605,HR,3545,NL
0175611,HR,2480,NL
0175620,MW,2290,NL
0175637,HR,2850,NL
0175638,HR,1861,NL
0175657,MW,7140,FR
0175659,FA,1340,FR
0175680,MW,4870,FR
0175684,HR,4780,FR
0175692,MW,4621,FR
0175703,HR,8830,NL
0175707,HR,2321,NL
0175708,FA,2470,NL
0175712,MW,1745,NL
0175713,HR,1081,FR
0175718,FA,8810,NL
0175737,HR,2590,NL
0175760,MW,8500,NL
0175767,JU,3520,NL
0175768,MW,8500,NL
0175771,JU,2880,NL
0175775,HR,8310,NL
0175777,HM,3690,NL
0175789,JU,2920,NL
0175801,JU,1730,NL
0175807,HM,2150,NL
0175810,MW,8301,NL
0175812,FA,2020,NL
0175814,HM,9300,NL
0175817,JU,2020,NL
0175818,MW,1700,NL
0175819,HR,2600,NL
0175824,FA,2970,NL
0175826,MW,8000,NL
0175827,HR,2650,NL
0175829,HR,2650,NL
0175834,MW,3360,NL
0175838,MW,3770,NL
0175840,HR,3294,NL
0175847,MW,9170,NL
0175850,HR,2920,NL
0175852,HR,D-79737,NL
0175859,MW,9000,NL
0175870,FA,1880,NL
0175871,MW,2018,NL
0175872,HR,1300,FR
0175873,FA,9850,NL
0175883,HR,3930,NL
0175884,MW,2950,NL
0175890,MW,1300,NL
0175903,MW,9000,NL
0175906,FA,2070,NL
0175908,FA,3545,NL
0175910,MW,9000,NL
0175921,FA,2370,NL
0175927,HR,9032,NL
0175929,MW,3090,NL
0175930,HR,2170,NL
0175939,FA,2640,NL
0175946,HR,2900,NL
0175949,FA,8890,NL
0175951,MW,8340,NL
0175959,HR,2900,NL
0175970,FA,1800,NL
0175978,MW,3060,NL
0175979,FA,2180,NL
0175999,HR,1790,NL
0176018,HM,2880,NL
0176019,MW,3128,NL
0176020,HR,2300,NL
0176022,HM,1731,NL
0176025,JU,3790,NL
0176026,HM,8300,NL
0176031,JU,2060,NL
0176033,HR,3150,NL
0176037,HR,1701,NL
0176049,HM,8800,NL
0176051,MW,9170,NL
0176053,MW,2930,NL
0176055,HR,1852,NL
0176063,HR,9112,NL
0176076,MW,9100,NL
0176093,HR,9000,NL
0176097,JU,9790,NL
0176100,HR,9400,NL
0176105,JU,2550,NL
0176108,JU,9472,NL
0176110,HR,2100,NL
0176119,HM,8972,NL
0176124,HM,1502,NL
0176132,FA,9100,NL
0176135,HR,3001,NL
0176136,JU,2560,NL
0176139,FA,3620,NL
0176144,JU,7000,FR
0176151,HM,9120,NL
0176155,HR,8301,NL
0176157,HM,3078,NL
0176161,HR,3800,NL
0176170,HR,1200,NL
0176176,HM,2360,NL
0176190,HR,9850,NL
0176191,FA,3640,NL
0176194,HM,9050,NL
0176197,HM,1700,NL
0176201,FA,3920,NL
0176214,HR,3000,NL
0176218,HM,9200,NL
0176219,HR,9300,NL
0176227,MW,8800,NL
0176232,HR,8800,NL
0176248,FA,9041,NL
0176257,HR,1140,FR
0176259,MW,7141,FR
0176265,HR,4030,FR
0176280,JU,1410,FR
0176281,HR,1310,FR
0176282,JU,7022,FR
0176283,HR,5000,FR
0176284,JU,7181,FR
0176285,MW,1090,FR
0176289,MW,5100,FR
0176296,HR,1180,FR
0176315,HR,2170,NL
0176326,FA,9000,NL
0176332,MW,3000,NL
0176334,HM,3870,NL
0176339,MW,2930,NL
0176348,MW,9230,NL
0176362,MW,9230,NL
0176371,HM,1050,FR
0176378,HM,8450,NL
0176379,HM,2960,NL
0176391,HM,4020,FR
0176393,MW,4000,FR
0176408,HR,1730,NL
0176410,HM,2230,NL
0176413,HR,2300,NL
0176414,HR,3920,NL
0176427,JU,9112,NL
0176428,HR,2800,NL
0176434,HR,3150,NL
0176436,FA,3010,NL
0176444,MW,1480,NL
0176445,MW,9100,NL
0176446,MW,3960,NL
0176453,MW,,NL
0176457,JU,8420,NL
0176461,HR,9000,NL
0176463,MW,8000,NL
0176465,HM,8501,NL
0176469,FA,2460,NL
0176474,MW,9220,NL
0176486,MW,7090,FR
0176493,HR,2600,NL
0176495,FA,1670,FR
0176496,FA,1780,FR
0176503,FA,2230,NL
0176510,HR,6043,NL
0176511,HM,8400,FR
0176515,HR,9120,NL
0176516,HM,2440,NL
0176521,HM,2430,NL
0176525,FA,2200,NL
0176529,MW,8000,NL
0176535,HR,2180,NL
0176556,HR,8880,NL
0176561,HR,9940,NL
0176579,MW,2170,NL
0176581,MW,2170,NL
0176582,MW,2300,NL
0176586,HR,1982,NL
0176591,HM,9520,NL
0176595,MW,8400,NL
0176608,FA,8520,NL
0176615,JU,9000,NL
0176629,HM,3840,NL
0176642,MW,9180,NL
0176643,HR,2000,NL
0176645,FA,8400,NL
0176646,MW,1367,NL
0176648,HR,9830,NL
0176651,HR,9800,NL
0176659,HR,8870,NL
0176664,MW,2235,NL
0176665,FA,2260,NL
0176671,MW,3270,NL
0176678,HR,1060,NL
0176689,FA,8760,NL
0176694,HM,2630,NL
0176701,HM,1840,NL
0176702,MW,9940,NL
0176706,MW,8630,NL
0176713,FA,9790,NL
0176718,MW,2430,NL
0176719,JU,2100,NL
0176730,HM,3690,NL
0176739,HM,8980,NL
0176741,MW,9100,NL
0176748,MW,2500,NL
0176749,MW,2550,NL
0176750,HR,8480,NL
0176752,FA,8510,NL
0176756,MW,8020,NL
0176757,HM,9940,NL
0176761,FA,1880,NL
0176774,HR,2140,NL
0176778,MW,29500,NL
0176781,FA,2260,NL
0176794,HR,8470,NL
0176796,FA,2000,NL
0176801,MW,2490,NL
0176810,FA,2300,NL
0176816,FA,2170,NL
0176824,MW,2390,NL
0176829,HR,2950,NL
0176835,HM,9260,NL
0176837,MW,9620,NL
0176838,FA,2180,NL
0176841,HR,3930,NL
0176842,MW,3090,NL
0176844,FA,2180,NL
0176851,HR,9052,NL
0176864,MW,1300,FR
0176872,FA,3930,NL
0176873,JU,2480,NL
0176874,HM,1700,NL
0176891,JU,9140,NL
0176898,HR,1980,NL
0176899,FA,2660,NL
0176900,HR,3540,NL
0176911,MW,2000,NL
0176917,HM,2440,NL
0176918,MW,3040,NL
0176920,FA,8792,NL
0176922,MW,9185,NL
0176926,HM,3660,NL
0176927,HM,3510,NL
0176928,FA,2460,NL
0176936,FA,3730,NL
0176940,MW,2300,NL
0176944,JU,2900,NL
0176952,HM,3560,NL
0176961,JU,1730,FR
0176963,,2100,NL
0176967,HR,8880,NL
0176969,HM,8570,NL
0176971,HR,9000,NL
0176974,HR,9450,NL
0176979,HR,2320,NL
0176986,HM,2880,NL
0176989,HM,2600,NL
0176990,HM,9170,NL
0176994,HM,2390,NL
0176998,HM,2470,NL
0177002,HR,9120,NL
0177003,MW,3803,NL
0177004,MW,1800,NL
0177005,HM,8870,NL
0177006,HR,3020,NL
0177007,HM,2170,NL
0177020,FA,8200,NL
0177021,MW,1170,FR
0177030,HR,4950,FR
0177037,FA,4680,FR
0177038,HR,2431,NL
0177043,JU,4040,FR
0177046,JU,4960,FR
0177050,MW,1980,FR
0177060,HM,4840,FR
0177070,HR,4910,FR
0177072,MW,4053,FR
0177073,HR,6870,FR
0177080,HR,1471,FR
0177082,MW,4684,FR
0177085,FA,5000,FR
0177093,MW,8400,FR
0177094,HM,1040,FR
0177105,JU,3120,NL
0177108,MW,3404,NL
0177109,EH,3000,NL
0177119,HR,3220,NL
0177122,MW,2800,NL
0177132,MW,9200,NL
0177133,HR,2200,NL
0177136,HR,2820,NL
0177137,HR,2580,NL
0177138,MW,9170,NL
0177146,FA,8550,NL
0177148,MW,2650,NL
0177150,HM,8501,NL
0177151,MW,5150,FR
0177155,MW,2800,NL
0177158,HR,2070,NL
0177167,JU,8670,NL
0177169,HR,9600,NL
0177171,HR,8560,NL
0177196,HR,8810,NL
0177197,FA,2260,NL
0177200,HR,9620,NL
0177201,MW,9420,NL
0177204,HR,2870,NL
0177210,MW,3660,NL
0177211,MW,1050,FR
0177217,JU,4910,FR
0177235,MW,8610,NL
0177242,MW,2180,NL
0177247,HR,8810,NL
0177253,HM,3520,NL
0177256,HR,3010,NL
0177257,HR,9000,NL
0177259,MW,1000,NL
0177262,HR,3210,NL
0177278,HR,3630,NL
0177279,JU,2000,NL
0177283,MW,9750,NL
0177287,HR,8420,NL
0177292,MW,2100,NL
0177296,FA,8000,NL
0177297,FA,2910,NL
0177298,FA,3630,NL
0177301,HM,2930,NL
0177311,HR,2160,NL
0177318,MW,9051,NL
0177327,HR,DK-2850,NL
0177329,MW,9870,NL
0177331,MW,2000,NL
0177332,MW,2800,NL
0177335,HR,2660,NL
0177341,MW,9000,NL
0177346,HR,2970,NL
0177351,HR,1840,NL
0177352,MW,1040,FR
0177355,HR,6900,FR
0177366,HR,1600,FR
0177371,MW,9900,NL
0177388,MW,9820,NL
0177391,HM,2280,NL
0177396,FA,8000,NL
0177397,FA,2640,NL
0177399,MW,8400,NL
0177400,HR,8340,NL
0177404,FA,1860,NL
0177405,MW,2950,NL
0177409,FA,8210,NL
0177412,FA,3800,NL
0177420,HR,8310,NL
0177424,FA,3590,NL
0177434,MW,2660,NL
0177443,HR,1980,NL
0177444,HM,2500,NL
0177448,MW,2870,NL
0177450,HR,9800,NL
0177459,HR,9250,NL
0177466,HR,1790,NL
0177472,MW,9250,NL
0177480,HR,3190,NL
0177489,FA,2150,NL
0177496,HR,9000,NL
0177506,MW,2140,NL
0177507,HR,4020,FR
0177512,MW,1040,FR
0177515,HR,4032,FR
0177526,JU,1070,NL
0177542,HR,9500,NL
0177549,HR,1730,NL
0177550,MW,1000,NL
0177552,MW,1050,FR
0177556,MW,1070,FR
0177563,MW,9520,NL
0177573,HR,9960,NL
0177578,MW,1850,NL
0177580,MW,8000,NL
0177586,HM,9100,NL
0177592,MW,1910,NL
0177595,MW,2650,NL
0177599,FA,9080,NL
0177601,HM,2230,NL
0177607,HR,9220,NL
0177608,HM,3220,NL
0177619,MW,8200,NL
0177640,MW,3500,NL
0177643,MW,2650,NL
0177648,HR,3000,NL
0177649,HR,1210,NL
0177655,FA,8300,NL
0177667,HM,9000,NL
0177670,,3730,NL
0177672,MW,1653,NL
0177677,,3090,NL
0177679,HR,2390,NL
0177682,HM,8800,NL
0177688,HR,1357,FR
0177694,HM,3540,NL
0177698,HM,3910,NL
0177713,FA,3630,NL
0177714,HM,3530,NL
0177715,HM,2300,NL
0177720,JU,6000,FR
0177721,MW,1070,FR
0177725,HR,,NL
0177735,MW,8000,NL
0177742,HR,3220,NL
0177743,HM,9400,NL
0177745,MW,8400,NL
0177753,FA,9660,NL
0177757,MW,1820,NL
0177763,MW,1650,NL
0177768,JU,2870,NL
0177784,HM,9800,NL
0177785,JU,9170,NL
0177787,HM,3053,NL
0177795,HR,2242,NL
0177798,HR,1540,NL
0177801,FA,8730,NL
0177802,HR,3570,NL
0177804,HR,2650,NL
0177806,JU,9850,NL
0177814,MW,2018,NL
0177821,MW,3012,NL
0177826,MW,2640,NL
0177832,HR,2990,NL
0177835,JU,8310,NL
0177839,HR,3290,NL
0177842,FA,2610,FR
0177856,HM,3930,NL
0177859,FA,2250,NL
0177868,MW,2500,NL
0177872,MW,3560,NL
0177877,FA,1880,NL
0177881,MW,4052,FR
0177886,HR,9308,NL
0177887,MW,2460,NL
0177889,HM,2390,NL
0177891,HR,2812,NL
0177898,HM,2020,NL
0177901,FA,8310,NL
0177902,MW,3700,NL
0177904,HM,8930,NL
0177908,JU,4000,FR
0177914,MW,4040,FR
0177920,HM,1770,NL
0177924,HM,9620,NL
0177942,MW,8600,NL
0177943,HR,2070,NL
0177944,JU,2930,NL
0177951,JU,1050,FR
0177960,FA,8200,NL
0177963,HR,8000,NL
0177966,,8820,NL
0177967,HM,3960,NL
0177977,MW,9130,NL
0177978,HM,2370,NL
0177980,HM,3290,NL
0177981,,2930,NL
0177991,MW,9250,NL
0177998,MW,2070,NL
0178003,HM,8531,NL
0178004,MW,9920,NL
0178005,HR,2100,NL
0178017,JU,9400,NL
0178020,MW,1020,NL
0178022,HM,9160,NL
0178039,MW,3560,NL
0178045,HR,3090,NL
0178055,HM,3550,NL
0178058,FA,4800,FR
0178059,MW,1330,FR
0178064,MW,8610,NL
0178067,MW,9630,NL
0178093,HR,3300,NL
0178094,HM,2350,NL
0178098,JU,3945,NL
0178100,,1540,NL
0178111,HR,1190,NL
0178116,FA,2650,NL
0178121,HR,7090,FR
0178124,MW,,NL
0178130,MW,2000,NL
0178136,HR,8730,NL
0178139,FA,9473,NL
0178140,HR,8600,NL
0178158,FA,8000,NL
0178161,MW,2830,NL
0178173,MW,2930,NL
0178175,MW,1150,FR
0178178,HR,9050,NL
0178189,FA,8210,NL
0178192,HR,8300,NL
0178194,JU,8890,NL
0178201,HM,9000,NL
0178213,MW,4420,FR
0178219,MW,8500,NL
0178228,MW,8630,NL
0178237,HM,2200,NL
0178239,FA,9031,NL
0178240,HM,2500,NL
0178242,MW,9600,NL
0178248,MW,9300,NL
0178249,HR,8200,NL
0178250,HR,3990,NL
0178251,HR,2140,NL
0178256,HR,9680,NL
0178260,HR,2440,NL
0178263,MW,2980,NL
0178266,MW,2100,NL
0178272,,9070,NL
0178279,HR,3001,NL
0178285,MW,9750,NL
0178297,MW,5550,FR
0178299,MW,3560,NL
0178300,HR,2812,NL
0178304,,3631,NL
0178306,HR,2100,NL
0178308,FA,3700,NL
0178316,JU,9220,NL
0178321,JU,2970,NL
0178336,MW,1700,NL
0178338,,1000,NL
0178348,JU,9620,NL
0178349,HM,2440,NL
0178355,HR,3581,NL
0178357,HR,8000,NL
0178362,HR,3621,NL
0178366,HR,2380,NL
0178371,HR,8650,NL
0178372,MW,2930,NL
0178380,HM,3290,NL
0178393,HR,9031,NL
0178400,MW,2800,FR
0178401,HR,8790,NL
0178409,MW,9100,NL
0178410,HM,2110,NL
0178419,MW,3740,NL
0178426,MW,9220,NL
0178435,HM,9300,NL
0178436,MW,8530,NL
0178439,HR,2980,NL
0178440,FA,2300,NL
0178441,MW,3540,NL
0178442,HR,9150,NL
0178449,HM,9000,NL
0178461,HM,9190,NL
0178464,HR,1040,FR
0178469,MW,7080,FR
0178470,HR,1410,FR
0178480,,1050,NL
0178484,HM,1980,NL
0178493,,2050,NL
0178495,,1702,NL
0178504,,1043,NL
0178505,,1040,NL
0178507,,1702,NL
0178511,,1070,NL
0178518,,1210,NL
0178521,,1000,NL
0178524,,2000,NL
0178535,,1040,NL
0178542,HR,8850,NL
0178560,FA,1150,FR
0178575,MW,9030,NL
0178578,,1040,NL
0178598,,1043,NL
0178604,,1040,NL
0178608,MW,1700,NL
0178616,MW,9250,NL
0178618,MW,1070,NL
0178622,HR,1980,NL
0178635,HR,1981,NL
0178640,HR,1980,NL
0178642,HR,1930,NL
0178647,HR,7618,FR
0178648,JU,2100,NL
0178661,MW,8400,FR
0178662,HR,9140,NL
0178663,FA,3650,NL
0178665,MW,9200,NL
0178675,,1980,NL
0178682,HR,9140,NL
0178685,FA,3054,NL
0178688,HR,2950,NL
0178698,JU,3520,NL
0178699,HM,2930,NL
0178700,JU,9000,NL
0178706,HR,9968,NL
0178711,JU,3910,NL
0178720,HR,2328,NL
0178734,,2531,NL
0178736,FA,3590,NL
0178738,FA,2560,NL
0178744,HM,8660,NL
0178748,HR,2520,NL
0178751,HR,3150,NL
0178758,MW,3970,NL
0178759,MW,2550,NL
0178776,HR,9041,FR
0178795,FA,5032,FR
0178796,FA,5370,FR
0178798,MW,4031,FR
0178799,MW,L-8385,FR
0178800,JU,2110,NL
0178801,HM,9130,NL
0178805,HM,3128,NL
0178808,FA,2440,NL
0178811,HR,9000,NL
0178813,HR,8470,NL
0178816,FA,2150,NL
0178819,MW,9111,NL
0178820,MW,3840,NL
0178824,HM,2640,NL
0178831,MW,2900,NL
0178841,MW,3730,NL
0178843,MW,3600,NL
0178844,FA,2900,NL
0178847,HM,2300,NL
0178850,HR,2250,NL
0178854,HR,2640,NL
0178858,MW,1980,NL
0178860,HR,1500,NL
0178863,HM,2400,NL
0178866,HR,2018,NL
0178869,HM,9400,NL
0178870,HR,8800,NL
0178874,MW,2800,NL
0178875,HM,7543,FR
0178876,MW,8554,NL
0178886,FA,9700,NL
0178899,HR,8501,NL
0178901,HR,8520,NL
0178910,HR,1730,NL
