EXTRELNO,EXRELACTCD,EXTRELSTDT,EXRELDATEN
199805,FP,2012-02-26,NaT
199811,PS,2010-12-26,2011-02-10
199811,FP,2011-01-29,NaT
199816,PS,2010-12-26,NaT
199817,PS,2010-12-26,NaT
199824,PF,2010-12-26,NaT
199825,PS,2010-12-26,2011-01-10
199825,FP,2010-12-29,NaT
199825,CT,2017-10-29,NaT
199830,PS,2010-12-26,2011-10-03
199830,FP,2011-09-28,NaT
199834,PS,2010-12-26,NaT
199835,PS,2010-12-26,2011-01-11
199835,FP,2010-12-29,2019-05-08
199838,PS,2010-12-26,2011-01-02
199838,FP,2010-12-29,NaT
199842,PS,2010-12-26,NaT
199849,PS,2010-12-26,2011-04-05
199849,FP,2011-03-29,NaT
199852,PS,2010-12-26,NaT
199858,PS,2010-12-26,NaT
199860,PS,2010-12-26,2011-02-07
199860,FP,2011-01-29,2011-09-26
199868,PS,2010-12-26,NaT
199871,PS,2010-12-26,NaT
199876,PS,2010-12-26,NaT
199879,PS,2010-12-26,NaT
199881,PS,2010-12-26,2011-01-13
199881,FP,2011-01-29,NaT
199883,PS,2010-12-26,NaT
199884,PS,2010-12-26,NaT
199901,PS,2010-12-27,2011-02-28
199901,FP,2011-02-26,NaT
199902,PS,2010-12-27,2011-01-18
199902,FP,2011-01-29,NaT
199902,CT,2015-12-07,NaT
199905,PS,2010-12-27,NaT
199912,PS,2010-12-27,NaT
199913,PS,2010-12-27,2011-01-16
199913,FP,2011-01-29,NaT
199917,PS,2010-12-27,2011-01-05
199917,FP,2010-12-29,NaT
199918,PS,2010-12-27,2011-01-10
199918,FP,2010-12-29,NaT
199918,CT,2012-02-19,NaT
199927,PS,2010-12-27,NaT
199929,PS,2010-12-27,2011-01-18
199929,FP,2011-01-29,2016-01-07
199930,PS,2010-12-27,NaT
199939,PS,2010-12-27,2011-01-04
199939,FP,2010-12-29,2016-10-03
199941,PS,2010-12-27,2011-01-09
199941,FP,2010-12-29,NaT
199941,CT,2018-03-29,NaT
199945,OR,2010-12-27,NaT
199948,PS,2010-12-28,2011-01-20
199948,FP,2011-01-29,NaT
199955,PS,2010-12-28,2011-03-01
199955,FP,2011-02-26,2014-06-24
199959,FP,2010-12-29,2013-05-06
199960,CT,2010-12-28,NaT
199961,PS,2010-12-28,2011-03-13
199961,FP,2011-03-29,2013-06-30
199963,PS,2010-12-28,2011-01-04
199963,FP,2010-12-29,2017-09-27
199963,CT,2017-12-29,NaT
199964,PS,2010-12-28,2011-01-06
199964,FP,2010-12-29,2012-10-02
199968,CT,2010-12-28,NaT
199969,CT,2010-12-28,NaT
199978,PS,2011-01-02,2011-05-22
199978,FP,2011-05-29,NaT
199978,CT,2011-06-06,NaT
199981,PS,2011-01-02,2011-01-13
199981,FP,2011-01-29,NaT
199982,PS,2011-01-02,NaT
199986,PS,2011-01-02,NaT
199992,FP,2010-12-29,NaT
199994,FP,2010-12-29,2019-06-09
199994,CT,2016-01-03,NaT
200001,PS,2011-01-03,NaT
200012,PS,2011-01-03,2011-04-04
200012,FP,2011-03-29,NaT
200014,PS,2011-01-03,NaT
200016,PS,2011-01-03,2011-01-10
200016,FP,2010-12-29,NaT
200020,PS,2011-01-03,NaT
200032,PS,2011-01-03,NaT
200033,PS,2011-01-03,2011-01-30
200033,FP,2011-01-29,NaT
200033,CT,2016-01-13,NaT
200034,PS,2011-01-03,NaT
200040,PS,2011-01-03,2011-01-11
200040,FP,2010-12-29,2012-12-25
200040,CT,2011-02-02,NaT
200041,PS,2011-01-03,2011-01-11
200041,FP,2010-12-29,NaT
200057,PS,2011-01-04,NaT
200059,FP,2010-12-29,2019-06-23
200070,FP,2010-12-29,2012-06-04
200076,PS,2011-01-04,2011-01-30
200076,FP,2011-01-29,2013-06-05
200078,PS,2011-01-05,NaT
200083,PS,2011-01-05,2011-03-27
200083,FP,2011-03-29,2018-07-05
200084,PS,2011-01-05,2011-01-17
200084,FP,2011-01-29,NaT
200084,CT,2015-08-27,NaT
200102,PS,2011-01-05,2011-01-23
200102,FP,2011-01-29,NaT
200102,CT,2015-09-01,NaT
200107,PS,2011-01-06,NaT
200108,PS,2011-01-06,2011-02-16
200108,FP,2011-02-26,NaT
200113,PS,2011-01-06,NaT
200114,FP,2010-12-29,2017-01-24
200127,PS,2011-01-06,2011-02-02
200127,FP,2011-01-29,2014-11-30
200131,PS,2011-01-06,NaT
200141,CT,2011-01-06,NaT
200148,PS,2011-01-09,NaT
200149,PS,2011-01-09,2011-01-13
200149,FP,2011-01-29,NaT
200151,CT,2011-01-10,NaT
200167,PS,2011-01-10,NaT
200169,PS,2011-01-10,2011-01-20
200169,FP,2011-01-29,2019-11-07
200194,PS,2011-01-11,NaT
200199,FP,2010-12-29,2017-03-07
200206,PS,2011-01-12,NaT
200209,PS,2011-01-12,2011-02-06
200209,FP,2011-01-29,2014-03-25
200209,CT,2011-10-25,NaT
200210,PS,2011-01-12,NaT
200214,PS,2011-01-12,2011-02-01
200214,FP,2011-01-29,2013-02-10
200216,PS,2011-01-12,NaT
200217,FP,2011-01-29,2019-04-30
200217,CT,2011-01-16,NaT
200220,PS,2011-01-13,NaT
200225,PS,2011-01-13,2011-01-25
200225,FP,2011-01-29,NaT
200238,PS,2011-01-13,NaT
200239,FP,2011-01-29,2013-03-10
200244,PS,2011-01-13,2011-02-28
200244,FP,2011-02-26,NaT
200246,PS,2011-01-16,NaT
200252,PS,2011-01-16,NaT
200255,PS,2011-01-16,NaT
200258,FP,2011-01-29,2011-09-26
200258,CT,2011-02-02,NaT
200261,PS,2011-01-16,NaT
200269,PS,2011-01-16,2011-01-24
200269,FP,2011-01-29,NaT
200269,CT,2014-10-07,NaT
200273,PS,2011-01-17,NaT
200274,PS,2011-01-17,NaT
200276,PS,2011-01-17,NaT
200278,PS,2011-01-17,2011-02-17
200278,FP,2011-02-26,2019-03-12
200287,PS,2011-01-17,2011-02-17
200287,FP,2011-02-26,NaT
200291,PS,2011-01-17,NaT
200296,PS,2011-01-17,NaT
200303,FP,2011-01-29,NaT
200303,CT,2018-01-29,NaT
200308,PS,2011-01-18,2011-02-01
200308,FP,2011-01-29,NaT
200311,PS,2011-01-18,2011-01-30
200311,FP,2011-01-29,2017-01-30
200313,PS,2011-01-18,NaT
200318,PS,2011-01-18,NaT
200319,PS,2011-01-18,NaT
200332,PS,2011-01-18,NaT
200335,PS,2011-01-18,2011-01-31
200335,FP,2011-01-29,2014-03-11
200335,CT,2014-03-10,NaT
200344,PS,2011-01-19,2011-01-25
200344,FP,2011-01-29,2012-07-24
200350,PS,2011-01-19,2011-05-17
200350,CT,2011-05-17,NaT
200357,PS,2011-01-19,2011-01-27
200357,FP,2011-01-29,2012-10-24
200361,PS,2011-01-19,2013-12-11
200361,FP,2013-11-28,NaT
200361,CT,2015-09-02,NaT
200363,PS,2011-01-20,NaT
200364,PS,2011-01-20,2011-08-28
200364,FP,2011-08-29,NaT
200368,PS,2011-01-20,2011-01-26
200368,FP,2011-01-29,2019-12-10
200368,CT,2013-05-14,NaT
200369,PS,2011-01-20,2011-01-27
200369,FP,2011-01-29,NaT
200371,PS,2011-01-20,NaT
200372,PS,2011-01-20,2013-01-02
200384,PS,2011-01-20,NaT
200389,PS,2011-01-23,NaT
200390,PS,2011-01-23,2011-01-31
200390,FP,2011-01-29,NaT
200390,CT,2013-05-13,NaT
200395,PS,2011-01-23,2011-03-01
200395,FP,2011-02-26,NaT
200403,PS,2011-01-24,2011-02-10
200403,CT,2011-02-10,NaT
200405,PS,2011-01-24,NaT
200409,PS,2011-01-24,2011-02-21
200409,FP,2011-02-26,NaT
200424,PS,2011-01-24,2011-02-20
200424,FP,2011-02-26,NaT
200429,PS,2011-01-24,NaT
200441,PS,2011-01-25,NaT
200447,PS,2011-01-26,2011-04-21
200447,FP,2011-04-28,2016-08-31
200447,CT,2011-12-11,NaT
200448,PS,2011-01-26,2011-02-06
200448,FP,2011-01-29,NaT
200451,PS,2011-01-26,NaT
200454,PS,2011-01-26,NaT
200462,PS,2011-01-26,NaT
200463,PS,2011-01-26,NaT
200466,PS,2011-01-26,NaT
200467,PS,2011-01-26,NaT
200472,PS,2011-01-26,NaT
200480,PS,2011-01-26,NaT
200483,PS,2011-01-27,NaT
200486,PS,2011-01-27,2011-02-03
200486,FP,2011-01-29,2016-05-22
200493,PS,2011-01-27,2011-02-08
200493,FP,2011-01-29,NaT
200493,CT,2014-02-24,NaT
200497,FP,2011-01-29,2014-01-16
200505,PS,2011-01-30,2012-07-25
200505,FP,2012-07-28,NaT
200512,PS,2011-01-30,2011-10-16
200512,FP,2011-10-29,2012-07-31
200528,PS,2011-01-31,NaT
200529,FP,2011-01-29,NaT
200543,PS,2011-01-31,2011-04-19
200543,FP,2011-04-28,2017-11-23
200543,CT,2014-03-25,NaT
200546,PS,2011-01-31,2011-02-08
200546,FP,2011-01-29,NaT
200546,CT,2012-02-19,NaT
200551,PS,2011-01-31,2012-11-20
200551,FP,2012-11-27,2014-01-30
200556,PS,2011-01-31,2011-02-03
200556,FP,2011-01-29,NaT
200557,PS,2011-01-31,2011-03-08
200557,FP,2011-02-26,NaT
200557,CT,2017-09-28,NaT
200560,FP,2011-01-29,2019-06-09
200567,PS,2011-02-01,NaT
200585,PS,2011-02-01,NaT
200586,PS,2011-02-01,NaT
200602,CT,2011-02-02,NaT
200603,CT,2011-02-02,NaT
200606,FP,2011-01-29,NaT
200610,PS,2011-02-02,2011-02-06
200610,FP,2011-01-29,2018-08-06
200612,FP,2011-01-29,NaT
200616,CT,2011-02-02,NaT
200622,CT,2011-02-02,NaT
200628,CT,2011-02-02,NaT
200634,CT,2011-02-03,NaT
200643,PS,2011-02-03,NaT
200644,PS,2011-02-03,NaT
200673,PS,2011-02-08,NaT
200680,PS,2011-02-08,NaT
200688,PS,2011-02-09,2011-02-14
200688,FP,2011-02-26,NaT
200689,PS,2011-02-09,NaT
200691,PS,2011-02-09,NaT
200693,PS,2011-02-09,NaT
200698,FP,2011-01-29,2011-08-15
200698,CT,2011-10-26,NaT
200702,PS,2011-02-09,NaT
200704,PS,2011-02-09,2011-02-09
200714,PS,2011-02-10,NaT
200720,PS,2011-02-10,NaT
200724,PS,2011-02-10,NaT
200726,PS,2011-02-10,2011-02-17
200726,FP,2011-02-26,NaT
200728,PS,2011-02-13,NaT
200730,PS,2011-02-13,2011-04-05
200730,FP,2011-03-29,2013-11-06
200730,TR,2011-12-08,2017-03-26
200730,CT,2012-02-23,NaT
200743,PS,2011-02-14,NaT
200744,PS,2011-02-14,NaT
200745,PS,2011-02-14,2011-02-21
200745,FP,2011-02-26,NaT
200745,CT,2013-05-15,NaT
200746,PS,2011-02-14,NaT
200752,PS,2011-02-15,2011-03-27
200752,FP,2011-03-29,2013-08-25
200758,CT,2011-02-15,NaT
200761,PS,2011-02-15,NaT
200762,PS,2011-02-16,2011-03-08
200762,FP,2011-02-26,2012-09-26
200764,PS,2011-02-16,NaT
200768,PS,2011-02-16,2011-07-12
200768,FP,2011-07-29,2014-05-05
200793,PS,2011-02-20,2011-03-10
200793,FP,2011-02-26,NaT
200795,PS,2011-02-20,2011-02-20
200795,FP,2011-02-26,NaT
200797,FP,2011-02-26,NaT
200802,PS,2011-02-20,NaT
200806,PS,2011-02-21,NaT
200817,PS,2011-02-22,NaT
200818,PS,2011-02-22,NaT
200819,PS,2011-02-22,2011-02-24
200819,CT,2011-02-24,NaT
200820,PS,2011-02-23,2011-03-03
200820,FP,2011-02-26,NaT
200827,PS,2011-02-24,2011-06-15
200827,FP,2011-06-28,2014-10-20
200832,PS,2011-02-24,NaT
200836,PS,2011-02-24,NaT
200838,PS,2011-02-27,2011-03-13
200838,FP,2011-03-29,NaT
200838,CT,2015-03-24,NaT
200840,FP,2011-02-26,2014-04-02
200864,PS,2011-03-01,2011-03-10
200864,FP,2011-02-26,NaT
200865,PS,2011-03-01,NaT
200867,PS,2011-03-01,NaT
200869,PS,2011-03-01,2011-03-13
200869,FP,2011-03-29,NaT
200875,CT,2011-03-02,NaT
200876,PS,2011-03-02,2014-04-21
200876,FP,2014-04-28,NaT
200886,PS,2011-03-03,NaT
200896,PS,2011-03-06,2011-05-03
200896,FP,2011-04-28,NaT
200897,PS,2011-03-06,2011-03-15
200897,FP,2011-03-29,NaT
200904,PS,2011-03-06,2011-03-14
200904,FP,2011-03-29,NaT
200904,CT,2015-07-20,NaT
200924,PS,2011-03-07,NaT
200926,PS,2011-03-07,NaT
200931,PS,2011-03-08,2011-09-05
200931,FP,2011-08-29,2014-01-29
200944,PS,2011-03-09,2011-03-23
200944,FP,2011-03-29,NaT
200945,PS,2011-03-09,2011-03-17
200945,FP,2011-03-29,2011-12-26
200948,PS,2011-03-09,NaT
200955,PS,2011-03-09,2011-03-28
200955,FP,2011-03-29,NaT
200956,RV,2011-03-09,NaT
200957,PS,2011-03-10,2011-03-27
200957,FP,2011-03-29,2013-11-06
200957,CT,2012-01-24,NaT
200961,PS,2011-03-10,NaT
200968,PS,2011-03-10,NaT
200972,PS,2011-03-10,NaT
200983,PS,2011-03-10,NaT
200990,FP,2011-03-29,NaT
200994,PS,2011-03-13,2011-03-20
200994,FP,2011-03-29,NaT
201003,PS,2011-03-14,NaT
201005,PS,2011-03-14,2011-03-22
201005,FP,2011-03-29,NaT
201005,CT,2015-07-12,NaT
201009,FP,2011-03-29,2012-06-10
201010,PS,2011-03-14,NaT
201016,PS,2011-03-14,NaT
201017,FP,2011-03-29,NaT
201020,PS,2011-03-15,2012-01-17
201020,FP,2012-01-29,2019-08-07
201024,FP,2011-03-29,NaT
201034,FP,2011-03-29,NaT
201049,CT,2011-03-17,NaT
201053,PS,2011-03-17,2011-03-31
201053,FP,2011-03-29,NaT
201053,CT,2016-01-18,NaT
201069,PS,2011-03-20,2011-03-29
201069,CT,2011-03-29,2015-01-07
201069,FP,2014-12-29,NaT
201069,CT,2015-01-20,NaT
201071,PS,2011-03-21,2011-04-26
201071,FP,2011-04-28,NaT
201071,CT,2012-02-19,NaT
201082,FP,2011-03-29,NaT
201084,CT,2011-03-22,NaT
201088,PS,2011-03-22,NaT
201089,CT,2011-03-22,NaT
201097,PS,2011-03-23,2011-05-09
201097,FP,2011-04-28,2019-03-20
201102,PS,2011-03-23,NaT
201119,PS,2011-03-24,NaT
201121,PS,2011-03-24,NaT
201122,PS,2011-03-24,2011-04-03
201122,FP,2011-03-29,2015-03-01
201123,PS,2011-03-24,NaT
201127,PS,2011-03-27,2011-04-04
201127,FP,2011-03-29,2014-12-15
201128,PS,2011-03-27,NaT
201129,PS,2011-03-27,2011-04-04
201129,FP,2011-03-29,NaT
201129,CT,2011-05-09,NaT
201132,PS,2011-03-27,2011-04-04
201132,FP,2011-03-29,NaT
201138,PS,2011-03-28,2011-04-04
201138,FP,2011-03-29,NaT
201138,CT,2013-05-23,NaT
201140,PS,2011-03-28,2011-04-04
201140,FP,2011-03-29,2011-11-24
201149,PS,2011-03-29,2011-11-17
201149,FP,2011-11-28,NaT
201152,PS,2011-03-29,2013-12-01
201152,FP,2013-11-28,NaT
201171,PS,2011-03-30,NaT
201174,FP,2011-03-29,2016-04-24
201178,PS,2011-03-31,2011-04-14
201178,FP,2011-04-28,2015-03-10
201181,PS,2011-03-31,2011-05-04
201181,FP,2011-04-28,2019-12-26
201182,PS,2011-03-31,2011-04-13
201182,FP,2011-04-28,NaT
201182,CT,2016-05-03,NaT
201186,PS,2011-04-03,NaT
201192,PS,2011-04-04,2011-04-12
201192,FP,2011-04-28,2011-11-24
201197,PS,2011-04-05,2011-04-11
201197,FP,2011-03-29,2012-01-24
201197,CT,2012-02-08,NaT
201203,PS,2011-04-05,2011-04-13
201203,FP,2011-04-28,NaT
201203,CT,2013-05-13,NaT
201210,PS,2011-04-06,2013-11-25
201210,FP,2013-11-28,2014-01-22
201220,PS,2011-04-07,NaT
201223,PS,2011-04-11,2011-04-14
201223,FP,2011-04-28,2014-09-15
201231,CT,2011-04-11,NaT
201233,PS,2011-04-11,NaT
201237,PS,2011-04-11,2011-12-19
201237,FP,2011-12-29,2012-04-02
201239,FP,2011-03-29,2013-11-03
201239,CT,2014-04-17,NaT
201246,PS,2011-04-12,NaT
201254,PS,2011-04-12,NaT
201256,CT,2011-04-12,NaT
201261,PS,2011-04-13,NaT
201274,PS,2011-04-14,2011-04-21
201274,FP,2011-04-28,NaT
201275,FP,2011-04-28,NaT
201286,CT,2011-04-17,NaT
201292,CT,2011-04-17,NaT
201313,PS,2011-04-19,NaT
201317,FP,2011-04-28,2011-07-05
201318,PS,2011-04-19,NaT
201330,PS,2011-04-20,2011-04-26
201330,FP,2011-04-28,2012-06-18
201334,FP,2011-02-26,2012-01-10
201334,CT,2012-01-12,NaT
201335,FP,2011-04-28,NaT
201340,PS,2011-04-21,2011-05-04
201340,FP,2011-04-28,NaT
201341,PS,2011-04-21,2013-01-02
201362,PS,2011-04-25,NaT
201369,PS,2011-04-26,NaT
201372,PS,2011-04-26,2011-05-10
201372,FP,2011-04-28,NaT
201373,PS,2011-04-26,2013-03-05
201384,PS,2011-04-26,NaT
201388,PS,2011-04-27,NaT
201399,PS,2011-04-27,NaT
201404,FP,2011-04-28,2012-10-10
201405,PS,2011-05-01,2011-05-04
201405,FP,2011-04-28,NaT
201411,PS,2011-05-01,2011-05-08
201411,FP,2011-04-28,NaT
201413,CT,2011-05-02,NaT
201422,PS,2011-05-02,2011-05-26
201422,FP,2011-05-29,2017-11-29
201422,CT,2011-05-26,NaT
201425,PS,2011-05-02,NaT
201428,PS,2011-05-02,2012-11-27
201428,FP,2012-11-27,NaT
201435,PS,2011-05-03,NaT
201445,PS,2011-05-04,2011-06-02
201445,FP,2011-05-29,2013-02-20
201445,CT,2012-04-17,NaT
201454,PS,2011-05-05,2011-05-15
201454,FP,2011-05-29,NaT
201456,PS,2011-05-05,NaT
201461,PS,2011-05-08,NaT
201468,CT,2011-05-09,NaT
201472,CT,2011-05-09,NaT
201474,PS,2011-05-09,2011-05-16
201474,FP,2011-05-29,2012-12-18
201483,PS,2011-05-09,NaT
201484,PS,2011-05-09,2011-06-23
201484,FP,2011-06-28,2012-03-08
201496,CT,2011-05-09,NaT
201499,FP,2011-04-28,NaT
201499,AP,2015-01-07,NaT
201500,PS,2011-05-09,NaT
201503,CT,2011-05-09,NaT
201504,CT,2011-05-09,NaT
201522,PS,2011-05-11,NaT
201527,PS,2011-05-11,NaT
201541,PS,2011-05-12,NaT
201543,FP,2011-05-29,NaT
201557,FP,2011-05-29,NaT
201557,CT,2014-01-22,NaT
201558,FP,2011-05-29,NaT
201558,CT,2011-06-19,NaT
201560,PS,2011-05-16,NaT
201562,FP,2011-05-29,NaT
201563,PS,2011-05-16,NaT
201565,PS,2011-05-16,2011-05-24
201565,FP,2011-05-29,NaT
201565,CT,2012-01-02,NaT
201568,FP,2011-08-29,2018-03-12
201568,CT,2017-07-19,NaT
201571,FP,2011-05-29,2014-12-18
201571,FP,2016-07-28,2018-07-26
201571,FP,2019-02-26,NaT
201574,PS,2011-05-17,NaT
201577,PS,2011-05-17,NaT
201581,PS,2011-05-17,NaT
201595,PS,2011-05-22,NaT
201615,PS,2011-05-23,2011-05-26
201615,FP,2011-05-29,NaT
201616,PS,2011-05-23,2011-06-01
201616,FP,2011-05-29,NaT
201618,PS,2011-05-23,NaT
201619,PS,2011-05-23,2011-06-01
201619,FP,2011-05-29,NaT
201628,PS,2011-05-24,NaT
201630,PS,2011-05-24,NaT
201631,PS,2011-05-24,2011-06-05
201631,FP,2011-05-29,NaT
201631,CT,2013-05-23,NaT
201639,PS,2011-05-24,NaT
201640,PS,2011-05-24,2011-07-05
201640,FP,2011-06-28,NaT
201640,CT,2015-03-12,NaT
201646,FP,2011-05-29,NaT
201661,CT,2011-05-26,NaT
201666,PS,2011-05-30,NaT
201676,PS,2011-05-30,2011-09-19
201676,FP,2011-09-28,NaT
201678,PS,2011-05-30,NaT
201700,PS,2011-06-01,2011-09-07
201700,FP,2011-08-29,NaT
201702,PS,2011-06-01,2011-07-19
201702,FP,2011-07-29,2019-06-10
201702,CT,2014-02-09,NaT
201703,FP,2011-05-29,NaT
201703,CT,2011-12-21,NaT
201707,PS,2011-06-01,2011-06-07
201707,FP,2011-05-29,NaT
201721,PS,2011-06-02,2011-06-08
201721,FP,2011-05-29,2012-08-07
201724,PS,2011-06-02,2011-06-07
201724,FP,2011-05-29,NaT
201724,CT,2018-01-29,NaT
201729,PS,2011-06-02,2011-06-15
201729,FP,2011-06-28,NaT
201729,CT,2016-01-12,NaT
201747,PS,2011-06-05,NaT
201752,FP,2011-05-29,NaT
201758,CT,2011-06-06,2011-06-26
201763,PS,2011-06-07,2012-03-19
201763,FP,2012-03-28,NaT
201763,CT,2015-07-06,NaT
201768,PS,2011-06-07,NaT
201775,PS,2011-06-07,2011-06-15
201775,FP,2011-06-28,2012-03-11
201780,PS,2011-06-07,2011-06-19
201780,FP,2011-06-28,2012-12-25
201785,PS,2011-06-08,2011-06-23
201785,FP,2011-06-28,NaT
201803,PS,2011-06-13,NaT
201806,PS,2011-06-13,2011-07-20
201806,FP,2011-07-29,2013-04-24
201813,PS,2011-06-13,NaT
201819,PS,2011-06-13,NaT
201824,PS,2011-06-13,NaT
201825,PS,2011-06-13,NaT
201826,PS,2011-06-13,2011-07-06
201826,FP,2011-06-28,NaT
201826,CT,2015-06-03,NaT
201836,PS,2011-06-14,NaT
201840,PS,2011-06-15,2011-06-23
201840,FP,2011-06-28,NaT
201841,PS,2011-06-16,2011-06-30
201841,FP,2011-06-28,NaT
201841,CT,2011-09-11,NaT
201843,CT,2011-06-16,NaT
201859,PS,2011-06-20,NaT
201865,PS,2011-06-20,NaT
201870,PS,2011-06-20,2011-07-07
201870,FP,2011-06-28,NaT
201875,PS,2011-06-20,2011-07-12
201875,FP,2011-07-29,2013-08-26
201878,PS,2011-06-20,2011-06-26
201878,FP,2011-06-28,2012-09-25
201880,PS,2011-06-20,NaT
201890,PS,2011-06-20,2011-06-26
201890,FP,2011-06-28,2013-03-04
201890,CT,2011-12-11,NaT
201894,PS,2011-06-20,2011-07-21
201894,FP,2011-07-29,2012-01-30
201897,PS,2011-06-20,NaT
201900,PS,2011-06-20,NaT
201918,PS,2011-06-23,NaT
201930,PS,2011-06-23,NaT
201934,FP,2011-06-28,NaT
201934,CT,2015-11-30,NaT
201956,CT,2011-06-27,NaT
201958,CT,2011-06-27,NaT
201970,CT,2011-06-27,NaT
201978,CT,2011-06-27,NaT
201982,CT,2011-06-27,NaT
201986,CT,2011-06-27,NaT
201988,CT,2011-06-27,NaT
201989,CT,2011-06-27,NaT
201990,CT,2011-06-27,NaT
201997,CT,2011-06-28,NaT
201999,CT,2011-06-28,NaT
202007,CT,2011-06-28,NaT
202012,CT,2011-06-28,NaT
202016,CT,2011-06-28,NaT
202029,CT,2011-06-30,NaT
202033,CT,2011-06-30,NaT
202038,CT,2011-06-30,NaT
202043,CT,2011-06-30,NaT
202053,PS,2011-06-30,NaT
202053,MR,2012-03-15,NaT
202058,PS,2011-06-30,2011-07-11
202058,FP,2011-06-28,2014-05-14
202060,PS,2011-06-30,NaT
202061,PS,2011-06-30,2011-07-12
202061,FP,2011-07-29,2015-07-21
202061,CT,2014-07-30,NaT
202065,PS,2011-06-30,2011-07-19
202065,FP,2011-07-29,NaT
202069,FP,2011-07-29,NaT
202069,TR,2008-06-27,2017-03-26
202077,PS,2011-07-04,NaT
202081,PS,2011-07-04,2011-08-09
202081,FP,2011-07-29,2017-11-01
202081,CT,2011-12-06,NaT
202083,PS,2011-07-04,NaT
202086,PS,2011-07-05,NaT
202092,FP,2011-06-28,2019-01-30
202092,CT,2014-06-03,NaT
202094,FP,2011-06-28,NaT
202097,PS,2011-07-06,NaT
202102,PS,2011-07-07,2011-07-19
202102,FP,2011-07-29,2012-08-01
202102,FP,2012-02-26,2012-10-29
202102,CT,2012-11-13,NaT
202106,PS,2011-07-10,2011-07-31
202106,FP,2011-07-29,2012-05-15
202120,FP,2011-06-28,NaT
202120,CT,2012-05-30,NaT
202122,MR,2011-07-12,2011-08-29
202122,FP,2011-08-29,2016-12-14
202124,MR,2011-07-12,NaT
202134,MR,2011-07-12,NaT
202139,MR,2011-07-12,NaT
202145,PS,2011-07-12,NaT
202167,CT,2011-07-14,NaT
202175,PS,2011-07-19,2011-08-01
202175,FP,2011-07-29,NaT
202181,PS,2011-07-19,NaT
202190,PS,2011-07-20,2011-08-01
202190,FP,2011-07-29,2015-07-21
202198,PS,2011-07-24,2011-07-31
202198,FP,2011-07-29,2015-07-20
202198,CT,2014-03-23,NaT
202208,PS,2011-07-26,2011-08-01
202208,FP,2011-07-29,NaT
202208,CT,2012-02-23,NaT
202211,PS,2011-07-26,2011-08-02
202211,FP,2011-07-29,NaT
202211,CT,2015-02-18,NaT
202219,PS,2011-07-27,2011-10-02
202219,FP,2011-09-28,2013-10-30
202223,PS,2011-07-27,2011-07-31
202223,FP,2011-07-29,NaT
202224,PS,2011-07-27,2011-08-02
202224,FP,2011-07-29,2014-03-02
202225,PS,2011-07-27,NaT
202230,PS,2011-07-28,2011-07-28
202230,FP,2011-07-29,NaT
202233,PS,2011-07-28,2011-11-02
202233,FP,2011-10-29,NaT
202233,CT,2015-07-09,NaT
202234,PS,2011-07-28,NaT
202243,PS,2011-07-31,NaT
202244,PS,2011-07-31,2011-08-28
202244,FP,2011-08-29,NaT
202251,PS,2011-07-31,NaT
202260,CT,2011-08-01,NaT
202265,CT,2011-08-01,NaT
202273,PS,2011-08-01,2011-09-01
202273,FP,2011-08-29,NaT
202282,CT,2011-08-01,NaT
202283,CT,2011-08-01,NaT
202291,CT,2011-08-01,NaT
202293,CT,2011-08-01,NaT
202294,CT,2011-08-01,NaT
202299,PS,2011-08-01,NaT
202299,MR,2012-03-11,NaT
202302,FP,2011-07-29,NaT
202308,CT,2011-08-02,NaT
202314,CT,2011-08-02,NaT
202317,CT,2011-08-02,NaT
202330,CT,2011-08-02,NaT
202332,CT,2011-08-02,NaT
202342,PS,2011-08-04,2011-08-21
202342,FP,2011-08-29,2013-07-23
202343,FP,2011-07-29,NaT
202343,CT,2013-01-22,NaT
202346,PS,2011-08-07,NaT
202347,CT,2011-08-08,NaT
202354,PS,2011-08-08,2011-08-24
202354,FP,2011-08-29,2018-06-11
202354,CT,2012-01-01,NaT
202357,PS,2011-08-08,2011-08-28
202357,FP,2011-08-29,2013-02-04
202363,PS,2011-08-08,NaT
202365,PS,2011-08-08,2011-08-15
202365,FP,2011-08-29,NaT
202366,FP,2011-07-29,NaT
202368,FP,2011-07-29,NaT
202379,PS,2011-08-11,NaT
202381,CT,2011-08-11,NaT
202382,FP,2011-07-29,NaT
202385,CT,2011-08-11,NaT
202390,PS,2011-08-15,2011-08-15
202390,FP,2011-08-29,NaT
202390,CT,2012-07-31,NaT
202394,PS,2011-08-15,2011-08-21
202394,FP,2011-08-29,NaT
202394,CT,2015-07-01,NaT
202400,FP,2011-08-29,2011-09-01
202407,PS,2011-08-17,NaT
202408,PS,2011-08-17,2011-09-26
202408,FP,2011-09-28,2014-06-19
202413,PS,2011-08-18,2011-08-28
202413,FP,2011-08-29,NaT
202422,PS,2011-08-21,NaT
202429,PS,2011-08-21,2011-09-20
202429,FP,2011-09-28,2015-09-02
202429,CT,2012-02-19,NaT
202430,PS,2011-08-21,NaT
202431,PS,2011-08-21,NaT
202433,PS,2011-08-21,2011-08-29
202433,FP,2011-08-29,NaT
202434,PS,2011-08-21,2011-08-28
202434,FP,2011-08-29,NaT
202445,PS,2011-08-23,2011-09-11
202445,FP,2011-08-29,NaT
202446,PS,2011-08-23,NaT
202449,FP,2011-08-29,NaT
202450,PS,2011-08-23,2011-08-29
202450,FP,2011-08-29,NaT
