,Unnamed: 0,Monetary_score,Total_quantity,Number_order,recency_score,days_customer,amount_cc,amount_diet,amount_energy,amount_lemonade,amount_other,amount_sprite_fanta,amount_water,count,complaint,DaysLastcomp,Percentage_firstcall,DaysToClose,Daysdiff,ActualEmployees,CreditNumericScore,clv,spendingRatio,churn,high_value
18831,18831,2110.0,120,41,44,946,1163.0,386.0,123.0,0.0,0.0,438.0,0.0,0,0,259.204,0.4875404,0.510799,-1.359966,2.0,83.0,37800.0,0.01188679,1,0
18834,18834,433.0,8,6,52,937,0.0,0.0,0.0,55.0,310.0,0.0,68.0,1,1,447.0,0.0,3.0,3.0,3.0,81.0,3600.0,0.0007741935,1,0
18837,18837,576.8,26,14,38,974,0.0,0.0,0.0,0.0,414.4,0.0,162.4,0,0,180.3109,0.5138581,0.2617598,-1.297573,1.0,78.0,11484.0,0.0064881359999999,1,0
18840,18840,5940.05,141,78,10,972,1699.0,1058.65,0.0,0.0,2265.0,917.4,0.0,4,1,152.0,0.0,1.333333,0.0,5.0,85.0,150072.0,0.01493254,0,0
18842,18842,18830.0,1082,141,0,969,7558.0,7013.0,0.0,0.0,0.0,4259.0,0.0,5,1,9.0,0.0,0.3333333,-0.3333333,1.0,70.0,353250.0,0.07223926,0,0
18846,18846,41180.0,1362,70,10,967,40290.0,534.0,0.0,0.0,55.0,265.0,36.0,3,1,45.0,0.3333333,0.0,-0.5,10.0,92.0,639780.0,0.03602365,0,0
18855,18855,18707.0,331,248,7,958,6261.0,3394.0,348.0,1493.0,4930.0,735.0,1546.0,2,1,156.0,0.0,0.0,0.0,6.0,85.0,374520.0,0.03726567,0,0
18859,18859,4346.0,72,64,2,954,736.0,666.0,220.0,220.0,1668.0,836.0,0.0,5,1,64.0,0.8,0.2,-0.8,6.0,81.0,36720.0,0.0040263159999999,0,0
18865,18865,1076.4,108,16,55,949,241.2,241.2,0.0,54.0,54.0,162.0,324.0,2,1,83.0,0.0,3.0,0.0,5.0,88.0,32292.000000000004,0.0016951179999999,0,0
18868,18868,7090.4,377,86,29,972,1658.8,704.8,0.0,72.0,0.0,1147.6,3507.2,1,1,141.0,1.0,1.0,0.0,5.0,91.0,136152.0,0.009895513,0,0
18884,18884,5212.0,219,159,2,965,789.0,631.0,2487.0,108.0,18.0,439.0,740.0,4,1,63.0,0.5,0.5,-0.25,75.0,98.0,104490.0,0.01591353,0,0
18888,18888,11860.0,140,90,28,968,3045.0,1475.0,2840.0,1265.0,1030.0,2205.0,0.0,1,1,247.0,1.0,0.0,-1.0,8.0,85.0,231750.0,0.01985861,0,0
18892,18892,57457.2,1256,198,21,966,4515.0,2205.0,10805.2,2475.0,11460.0,3885.0,22112.0,13,1,142.0,0.6153846,2.5,-0.2,85.0,97.0,1138236.0,0.0081088269999999,0,1
18897,18897,27895.0,331,208,6,966,8830.0,3045.0,7455.0,4785.0,0.0,3780.0,0.0,1,1,485.0,0.0,0.0,0.0,6.0,76.0,523050.0,0.0735654,0,0
18899,18899,10600.4,542,227,0,951,5072.0,149.0,250.4,809.0,786.0,3534.0,0.0,5,1,3.0,0.0,0.0,0.0,1.0,75.0,167621.99999999997,0.02660667,0,0
18901,18901,34065.6,1468,529,9,946,3886.0,2696.0,2300.0,14004.0,4105.6,1722.0,5352.0,0,0,173.4836,0.6489687,0.7814093000000001,-0.6779358,15.0,87.0,771047.9999999999,0.01857052,0,0
18902,18902,316639.4,4602,1179,1,947,94635.0,21290.0,98596.4,21556.0,11195.0,34775.0,34592.0,10,1,91.0,0.4,0.0,-0.7142857,6.0,81.0,5719692.0,0.2862709,0,1
18903,18903,52715.0,898,516,6,923,9875.0,5985.0,5625.0,2145.0,11375.0,4910.0,12800.0,0,0,188.2603,0.3793181,0.8313454,-0.5048143,85.0,93.0,1024650.0,0.001877577,0,1
18908,18908,10898.6,296,212,8,960,1954.0,456.0,2577.2,1580.0,1001.8,1470.0,1859.6,0,0,166.2125,0.4593773,0.6887741999999999,-0.7499971,30.0,96.0,222408.00000000003,0.0006868897,0,0
18924,18924,699.0,40,28,9,882,123.0,122.0,174.0,106.0,0.0,174.0,0.0,0,0,191.7383,0.5153958,0.8177097,-0.5746061,6.0,81.0,15360.0,0.002133333,1,0
18926,18926,7771.0,155,140,22,877,2486.0,1211.0,122.0,836.0,601.0,2515.0,0.0,6,1,59.0,0.5,0.3333333,-0.6666667,6.0,86.0,135480.0,0.0141125,0,0
18927,18927,1068.0,61,25,21,876,352.0,227.0,0.0,119.0,0.0,370.0,0.0,1,1,422.0,0.0,1.0,0.0,4.0,91.0,21840.0,0.01299454,0,0
18930,18930,12788.0,728,90,2,938,4486.0,6578.0,212.0,0.0,0.0,1512.0,0.0,5,1,31.0,0.6,0.6666667,0.6666667,2.0,76.0,246960.0,0.0686,0,0
18931,18931,57970.0,584,354,1,959,20685.0,7455.0,18900.0,0.0,0.0,10930.0,0.0,5,1,14.0,0.4,0.5,0.25,10.0,84.0,1116900.0,0.07660494,0,1
18932,18932,283407.0,13163,1601,3,958,62917.0,90897.0,40309.0,22099.0,26911.0,22040.0,18234.0,7,1,28.0,0.5714286,0.4,-0.2,5.678204,48.0,5795670.0,0.2988127,0,1
18938,18938,78943.0,4399,1387,0,952,28329.0,14533.0,3944.0,3914.0,5042.0,17581.0,5600.0,0,0,168.1846,0.6742431999999999,0.439611,-0.5232662,6.0,81.0,1525710.0,0.1672928,0,1
18940,18940,48950.8,2148,450,8,948,13938.0,6804.0,395.2,2429.0,10412.6,14614.0,358.0,2,1,254.0,0.5,0.5,-0.5,20.0,78.0,1027584.0,0.006025119,0,1
18944,18944,684.0,22,10,48,961,312.0,68.0,0.0,0.0,20.0,252.0,32.0,1,1,513.0,0.0,2.0,-5.0,1.0,80.0,10800.0,0.006101695,1,0
18953,18953,13351.6,164,147,34,932,3606.0,2308.0,1785.0,220.0,2770.0,2641.0,21.6,8,1,36.0,0.375,0.5,-0.25,4.0,87.0,167898.00000000003,0.007004506,1,0
18957,18957,6489.8,246,210,22,959,1150.0,636.0,2346.8,456.0,1271.0,630.0,0.0,1,1,92.0,0.0,1.0,0.0,15.0,89.0,104874.0,0.003552642,0,0
18961,18961,69909.4,2243,1330,3,891,11288.0,16543.0,2401.0,1660.0,24667.4,2724.0,10626.0,2,1,72.0,0.5,0.5,0.0,10.0,84.0,1365042.0,0.08364228,0,1
18964,18964,275766.1,11181,3025,1,919,42176.2,35369.2,69096.6,5540.0,38173.3,42399.8,43011.0,0,0,150.6317,0.4935287,0.4924729000000001,-0.7393809,3.0,88.0,5180781.0,0.3151327,0,1
18978,18978,4630.0,74,66,1,941,210.0,105.0,440.0,1155.0,2125.0,595.0,0.0,2,1,27.0,1.0,1.5,-0.5,6.0,81.0,57750.0,0.00467233,1,0
18989,18989,34868.8,1571,436,1,881,11088.0,9619.2,0.0,9457.6,0.0,4704.0,0.0,17,1,78.0,0.2352941,0.4375,-0.5,150.0,98.0,647904.0,0.001623942,0,0
18990,18990,92952.7,4282,1949,2,951,12982.95,26713.55,1605.1,734.2,16321.35,13394.95,21200.6,0,0,162.1178,0.7026965000000001,0.5359286,-0.4089937,3.0,91.0,1848303.0,0.119864,0,1
18992,18992,84787.0,1068,754,0,944,16065.0,20860.0,7865.0,10505.0,20150.0,7800.0,1542.0,10,1,100.0,0.7,0.1666667,-1.166667,6.0,80.0,1698270.0,0.2320041,0,1
18993,18993,4386.8,195,106,23,937,700.0,492.0,386.0,0.0,708.8,176.0,1924.0,0,0,169.0578,0.3623156,0.67115,-0.5203262,15.0,95.0,83435.99999999999,0.00432535,0,0
18994,18994,22153.6,917,170,1,933,2350.0,2638.0,699.2,5158.0,1634.0,736.0,8938.4,1,1,28.0,1.0,0.0,-1.0,30.0,95.0,553632.0,0.00867218,0,0
19011,19011,55363.0,828,518,0,947,24037.0,11162.0,3976.0,6210.0,2257.0,7721.0,0.0,1,1,125.0,0.0,3.0,0.0,6.0,81.0,1037760.0,0.1235428999999999,0,1
19012,19012,31409.0,1265,751,0,945,6312.0,2020.0,1749.0,927.0,13268.0,1853.0,5280.0,2,1,390.0,0.5,3.0,0.0,6.0,86.0,587310.0,0.06991786,0,0
19013,19013,1483.4,66,31,42,942,250.0,20.0,95.0,260.0,528.4,330.0,0.0,2,1,44.0,1.0,0.0,-1.0,3.0,73.0,18300.0,0.01417041,1,0
19016,19016,65515.0,780,340,0,919,16905.0,6615.0,19845.0,9240.0,160.0,12750.0,0.0,4,1,10.0,1.0,0.0,-0.75,30.0,85.0,1362450.0,0.01605338,0,1
19025,19025,25192.22,1048,779,6,909,6851.0,2949.0,2250.0,1452.0,5791.22,3845.0,2054.0,0,0,191.9926,0.6057678000000001,1.126139,0.03594729,3.0,86.0,501275.4,0.09602977,0,0
19027,19027,108286.3,7378,1671,0,918,17946.0,23368.0,620.0,13268.6,29459.3,11062.0,12562.4,1,1,472.0,1.0,0.0,-1.0,37.0,93.0,2144151.0,0.02148233,0,1
19032,19032,350.0,20,11,30,881,105.0,69.0,35.0,0.0,0.0,141.0,0.0,1,1,80.0,1.0,0.0,-1.0,5.0,91.0,5400.0,0.01269971,1,0
19034,19034,383290.8,20075,4581,0,909,76774.1,90940.2,83405.85,5779.3,39850.0,83969.4,2572.0,1,1,41.0,0.0,0.0,-3.0,3.0,91.0,7336673.999999999,0.4351526,0,1
19038,19038,84371.2,1025,554,1,924,9975.0,3101.4,0.0,7755.0,56020.0,7455.0,64.8,3,1,293.0,0.3333333,0.7936211,-0.9938105,9.0,86.0,1686635.9999999998,0.1022204,0,1
19039,19039,83629.6,1299,545,1,924,11794.0,3976.6,1563.6,6875.0,51940.4,6998.0,482.0,2,1,59.0,1.0,0.5,-0.5,4.0,85.0,1646748.0,0.2249656,0,1
19044,19044,128112.0,3498,1230,1,924,108.0,688.0,15822.0,22730.0,11512.0,586.0,76666.0,4,1,209.0,1.0,0.3333333,-1.333333,32.0,85.0,2646960.0,0.07328239,0,1
19046,19046,73924.0,2877,2205,6,941,14512.25,9227.75,2408.4,4982.2,29564.35,2935.25,10293.8,0,0,115.1984,0.7592196999999999,0.1970718,-0.7502201000000001,1800.0,97.0,1437916.5000000002,0.0001344853,0,1
19065,19065,8700.0,142,83,2,947,1050.0,1005.0,1385.0,1100.0,3215.0,945.0,0.0,10,1,23.0,0.2,1.2,-0.7,6.0,81.0,160650.0,0.01840206,0,0
19068,19068,7275.8,110,101,23,944,1365.0,1230.0,2810.8,283.0,400.0,525.0,662.0,0,0,184.0267,0.4843531,0.5779268,-1.239433,3.0,84.0,143394.0,0.03296414,0,0
19069,19069,61758.0,1479,588,1,917,2730.0,2175.0,2410.0,26405.0,7270.0,2390.0,18378.0,1,1,126.0,0.0,1.0,0.0,5.0,90.0,1109040.0,0.08537644,0,1
19070,19070,5780.0,578,135,49,916,2760.0,840.0,1100.0,0.0,0.0,1080.0,0.0,1,1,44.0,1.0,0.0,0.0,18.0,97.0,109200.0,0.0052,1,0
19085,19085,512669.0,28383,1073,6,947,193520.0,108754.0,11003.0,48044.0,7914.0,127874.0,15560.0,0,0,43.90177,0.2723816,0.06931931,-0.05940798,4.0,89.0,9610200.0,0.4418483,0,1
19098,19098,1025541.0,33352,4669,1,947,53124.0,112940.0,23594.4,44324.0,101550.8,37398.0,652609.8,10,1,80.0,0.3,2.25,-1.0,11.0,92.0,19868160.0,0.2853391,0,1
19101,19101,13061.0,397,330,13,944,3260.0,2350.0,246.0,596.0,3400.0,3008.0,201.0,9,1,120.0,0.5555555999999999,5.111111,2.888889,6.0,86.0,257460.0,0.02546588,0,0
19104,19104,95633.8,5463,212,1,938,33339.0,11083.0,9625.0,730.4,23045.4,17779.0,32.0,9,1,3.0,0.0,0.625,0.25,6.0,76.0,1901994.0,0.02065813,0,1
19124,19124,57076.0,3274,247,0,923,17138.0,18884.0,3696.0,11336.0,240.0,5782.0,0.0,1,1,493.0,1.0,1.0,0.0,7.0,89.0,1040040.0,0.04132062,0,1
19125,19125,8250.0,275,51,2,923,6360.0,0.0,0.0,0.0,0.0,1890.0,0.0,4,1,24.0,0.25,1.0,-0.5,6.0,81.0,166500.0,0.01907216,0,0
19127,19127,13145.0,251,200,16,939,4337.0,1356.0,4835.0,1100.0,445.0,1036.0,36.0,9,1,21.0,0.3333333,0.1428571,-0.8571429,6.0,86.0,234300.0,0.02683849,1,0
19135,19135,1226.4,55,36,14,932,174.0,172.0,34.0,244.0,294.4,34.0,274.0,2,1,79.0,1.0,0.5,-0.5,1.0,78.0,22272.0,0.001129985,0,0
19140,19140,66230.0,1386,628,2,940,14043.0,12131.0,4075.0,6380.0,12310.0,8799.0,8492.0,16,1,20.0,0.125,0.7333333000000001,-1.066667,25.0,94.0,1254270.0,0.02823025,0,1
19141,19141,52944.7,1110,557,1,940,18177.02,5965.6,0.0,4529.43,13284.56,10988.09,0.0,5,1,31.0,0.0,0.4,-0.4,5.0,83.0,1020616.5,0.1149343,0,1
19144,19144,61929.0,1114,886,1,909,12617.0,10322.0,23855.0,1760.0,5665.0,6264.0,1446.0,7,1,8.0,0.2857143,0.1666667,-0.1666667,6.0,81.0,1332480.0,0.1850667,0,1
19146,19146,7730.0,86,64,44,904,2835.0,945.0,2390.0,550.0,0.0,1010.0,0.0,4,1,237.0,0.75,0.5,0.0,6.0,85.0,138150.0,0.0191875,0,0
19155,19155,58026.0,1231,555,3,609,9858.0,5040.0,7135.0,4455.0,13179.0,2835.0,15524.0,0,0,179.2913,0.4740277,0.585913,-0.7767845,6.0,81.0,1293870.0,0.0878391,0,1
19159,19159,1909.8,56,39,8,926,384.0,108.0,854.8,0.0,177.0,108.0,278.0,4,1,146.0,1.0,0.3333333,0.0,2.0,68.0,43674.0,0.00215355,0,0
19184,19184,86606.0,1416,837,0,916,19105.0,18480.0,5610.0,8525.0,27401.0,7485.0,0.0,9,1,114.0,0.1111111,1.166667,-0.1666667,10.0,84.0,1628160.0,0.1068346,0,1
19188,19188,11377.2,196,168,6,937,4268.0,1238.0,1495.0,340.0,988.6,2838.0,209.6,15,1,48.0,0.6666667,0.2857143,-2.0,6.0,81.0,207696.0,0.02379107,0,0
19208,19208,5762.4,192,57,0,934,4398.0,54.0,0.0,84.0,108.0,1056.0,62.4,0,0,109.8391,0.4684912000000001,0.8147606,-1.093707,10.0,86.0,172871.99999999997,0.009733784,0,0
19222,19222,16535.3,753,363,1,909,252.0,6633.15,24.0,0.0,2327.2,2093.75,5205.2,2,1,297.0,1.0,1.0,0.0,16.0,91.0,310611.0,0.007867553,0,0
19232,19232,4180.0,189,127,13,881,1500.0,524.0,208.0,152.0,952.0,388.0,456.0,2,1,153.0,1.0,0.0,-2.0,3.0,76.0,89730.0,0.02451639,0,0
19234,19234,10817.0,484,212,7,935,3987.0,2599.0,35.0,770.0,1174.0,2252.0,0.0,10,1,231.0,0.6,0.8802083,0.3802083,12.0,91.0,157650.0,0.007785185,0,0
19236,19236,30689.2,1007,777,1,934,5088.0,4844.0,1375.6,3366.0,2431.6,4308.0,9276.0,5,1,100.0,0.6,0.75,0.5,4.0,81.0,623976.0,0.08559342,0,0
19241,19241,79611.01,4428,1601,6,933,13574.95,22495.0,5680.0,9699.8,11161.26,13678.0,3322.0,3,1,290.0,0.6666667,0.5429973000000001,-0.3276207,500.0,91.0,1504352.7,0.0007200616,0,1
19243,19243,6848.0,377,105,24,925,2272.0,3248.0,0.0,18.0,596.0,714.0,0.0,2,1,72.0,1.0,0.0,0.0,4.0,80.0,121290.0,0.003577876,0,0
19248,19248,7113.2,96,65,1,869,1365.0,2327.0,495.0,605.0,1586.2,735.0,0.0,8,1,2.0,0.125,0.375,0.0,12.0,93.0,132246.0,0.0063336209999999,0,0
19254,19254,17174.6,889,304,13,906,5582.15,5258.95,0.0,2364.8,1922.4,2046.3,0.0,2,1,37.0,0.0,0.5,-0.5,19.0,95.0,296866.5,0.007730898,0,0
19257,19257,94178.0,5317,764,3,883,31880.0,15327.0,22628.0,0.0,1857.0,22486.0,0.0,6,1,73.0,0.5,0.2,-0.4,5.0,92.0,1808220.0,0.0643953,0,1
19259,19259,25402.2,966,43,24,855,126.0,162.0,0.0,0.0,0.0,126.0,24988.2,0,0,203.6081,0.5444009,0.5769588999999999,-1.147023,125.0,100.0,762066.0,0.0071079269999999,0,0
19264,19264,42815.2,2059,627,10,916,7245.0,9492.0,3864.6,3138.0,6732.0,6250.0,6093.6,6,1,245.0,0.5,0.75,0.0,4.0,86.0,909096.0,0.122685,0,0
19265,19265,17137.5,397,335,13,913,3854.8,2550.85,3912.3,5268.1,208.0,1343.45,0.0,2,1,49.0,0.0,0.0,-0.5,70.0,96.0,336892.5,0.01321819,0,0
19267,19267,2778.0,79,33,43,910,1146.0,0.0,0.0,55.0,194.0,1383.0,0.0,7,1,46.0,0.2857143,0.1428571,-0.5714286,6.0,81.0,56400.0,0.005893417,0,0
19272,19272,77758.8,3406,1452,0,905,11734.0,22070.0,3624.0,2335.0,16391.8,6928.0,14676.0,8,1,149.0,0.875,0.25,-0.25,125.0,100.0,1672044.0000000002,0.01436845,0,1
19279,19279,87528.0,1211,544,1,920,25462.0,20055.0,16545.0,15070.0,1375.0,9021.0,0.0,2,1,384.0,0.0,0.7162298,-0.369951,15.0,86.0,1765590.0,0.08073114,0,1
19283,19283,10909.0,300,128,3,857,3552.0,2299.0,0.0,344.0,1965.0,2749.0,0.0,8,1,83.0,0.125,0.1666667,-0.6666667,2.0,76.0,235830.0,0.07416038,0,0
19292,19292,8972.0,354,210,15,912,1843.0,2697.0,964.0,275.0,1098.0,1267.0,828.0,6,1,189.0,0.8333333,0.5,0.1666667,5.0,81.0,209400.0,0.02995708,0,0
19304,19304,129897.0,3316,549,3,920,41514.33,17318.08,12057.33,8802.9,1682.48,15675.86,32846.0,6,1,28.0,0.0,1.333333,0.0,25.0,99.0,2461323.3,0.03842815,0,1
19308,19308,1846.0,53,21,56,912,696.0,108.0,348.0,0.0,0.0,660.0,34.0,0,0,176.9299,0.5638177,0.6100379,-0.5823776999999999,2.0,83.0,33960.0,0.00187728,1,0
19318,19318,3842.0,222,53,8,855,1524.0,1988.0,0.0,0.0,0.0,330.0,0.0,2,1,101.0,0.0,0.0,-0.5,5.0,81.0,52020.0,0.007347458,0,0
19320,19320,1703.2,96,9,27,851,700.0,718.0,0.0,170.0,0.0,36.0,79.2,1,1,492.0,1.0,1.0,0.0,5.0,90.0,25596.000000000004,0.0002677126,1,0
19324,19324,1030.0,31,14,21,917,467.0,36.0,0.0,0.0,0.0,491.0,36.0,0,0,207.7173,0.4510108,0.5723251,-0.7925916999999999,6.0,81.0,22680.0,0.002129577,0,0
19328,19328,22975.0,927,421,0,868,911.0,4815.0,1028.0,788.0,3493.0,960.0,10980.0,2,1,44.0,0.5,0.5,0.0,45.0,100.0,472500.0,0.003320683,0,0
19331,19331,5432.0,213,38,16,875,697.0,419.0,1276.0,1050.0,90.0,646.0,1254.0,1,1,399.0,1.0,0.6183076,-0.5924651999999999,5.0,90.0,80340.0,0.01890118,0,0
19333,19333,63863.0,893,647,6,875,17690.0,9825.0,14003.6,2860.0,8459.4,11025.0,0.0,2,1,93.0,0.0,0.5,0.0,130.0,97.0,1242450.0,0.005365332,0,1
19354,19354,2975.0,47,41,45,589,605.0,660.0,105.0,0.0,1165.0,440.0,0.0,0,0,141.4068,0.4580243,0.6544207,-0.5635848000000001,10.0,87.0,52800.0,0.002148962,0,0
19356,19356,5512.8,226,82,1,875,592.0,626.0,0.0,3264.0,470.8,0.0,560.0,0,0,172.0639,0.4565894,0.7584207,-0.4071364,2.0,86.0,92244.0,0.03660476,0,0
19361,19361,81135.0,1016,469,0,902,27903.0,9066.0,9905.0,11916.0,9310.0,12545.0,490.0,3,1,7.0,1.0,0.0,-2.652778,6.0,81.0,1624410.0,0.1860722,0,1
19365,19365,2571.2,127,24,30,850,830.0,981.0,0.0,17.0,100.0,432.0,211.2,0,0,221.027,0.5039412,0.8209148000000001,-1.248632,40.0,96.0,52656.0,0.008717504,1,0
19367,19367,138357.5,8147,1739,3,903,17931.7,53396.35,17374.85,6669.5,32414.15,10222.9,348.0,13,1,35.0,0.5384614999999999,0.1818182,-0.6363635999999999,40.0,95.0,2650603.5,0.03277205,0,1
19382,19382,931.0,13,12,6,889,210.0,105.0,55.0,351.0,0.0,210.0,0.0,0,0,129.6077,0.5202992999999999,0.5895854,-0.8864158999999999,15.0,86.0,16680.0,0.0007296588,0,0
19385,19385,2674.0,126,87,20,869,352.0,490.0,176.0,432.0,224.0,246.0,754.0,1,1,524.0,1.0,0.0,-3.0,4.0,80.0,56400.0,0.0108046,1,0
19386,19386,12801.0,187,135,27,868,1680.0,735.0,3700.0,1650.0,2905.0,2080.0,51.0,0,0,221.4193,0.4111969,0.9055973,-0.4579835,10.0,91.0,253050.0,0.001305525,0,0
19406,19406,8915.0,101,70,27,909,1365.0,0.0,0.0,440.0,6270.0,840.0,0.0,3,1,133.0,0.3333333,0.6666667,-0.3333333,10.0,87.0,171750.0,0.009670608,0,0
19407,19407,1855.0,43,34,38,909,429.0,70.0,36.0,218.0,106.0,996.0,0.0,4,1,63.0,0.5,1.0,0.0,2.0,83.0,46860.0,0.01323729,1,0
19428,19428,52461.0,973,681,0,904,10425.0,10040.0,3342.0,1608.0,10645.0,6429.0,9972.0,1,1,205.0,1.0,0.0,-1.0,10.0,84.0,1047330.0,0.07303556,0,1
19437,19437,8618.0,370,192,6,849,2031.0,1595.0,140.0,912.0,659.0,2409.0,872.0,7,1,23.0,0.2857143,2.2,-1.2,8.0,90.0,186060.0,0.01908308,0,0
19439,19439,2672.0,74,60,1,847,820.0,420.0,86.0,275.0,616.0,430.0,25.0,0,0,195.8781,0.4290556,0.9065087,-0.4085639,15.0,91.0,46560.0,0.002544262,0,0
19444,19444,4390.0,63,59,30,862,735.0,735.0,1440.0,440.0,565.0,475.0,0.0,8,1,58.0,0.375,1.0,-0.375,6.0,81.0,43050.0,0.005979167,0,0
19450,19450,57136.0,1481,777,2,906,27800.0,3252.0,3042.0,4425.0,135.0,15896.0,2586.0,1,1,225.0,1.0,1.0,1.0,3.0,84.0,1095270.0,0.2062655,0,1
19452,19452,1725.0,21,15,59,905,315.0,210.0,0.0,110.0,985.0,105.0,0.0,5,1,63.0,0.4,1.0,0.0,4.0,81.0,51750.0,0.006791339,1,0
19454,19454,4140.0,57,44,8,904,1050.0,1055.0,0.0,165.0,1240.0,630.0,0.0,2,1,167.0,1.0,0.5,-1.5,6.0,83.0,53400.0,0.005281899,0,0
19465,19465,276126.9,13100,2794,1,863,27546.8,20970.8,28663.6,324.0,79358.74,11417.4,107845.6,18,1,20.0,0.5555555999999999,1.333333,-1.0,10.0,76.0,5293026.000000001,0.03938263,0,1
19466,19466,71386.4,3116,980,6,857,14341.0,7016.0,14951.8,1839.0,6491.6,7969.0,18778.0,1,1,147.0,0.0,0.0,-1.0,300.0,96.0,1453182.0,0.0022631,0,1
19467,19467,180491.7,4322,859,0,883,51829.1,26247.07,22105.24,4686.28,37554.49,32589.53,5480.0,4,1,210.0,0.5,0.0,-2.5,49.0,88.0,3880470.0,0.03360586,0,1
19474,19474,84187.63,1991,608,6,877,19633.74,10421.42,10280.76,12427.52,0.0,10774.19,20650.0,2,1,184.0,0.0,0.0,-1.0,6.0,81.0,1533209.4,0.1681151,0,1
19482,19482,8921.6,316,246,41,840,1573.0,1187.0,924.0,385.0,2850.6,1156.0,846.0,2,1,78.0,0.0,1.5,0.5,2.0,68.0,171858.00000000003,0.01650002,1,0
19494,19494,5152.44,397,34,1,875,4860.0,60.0,0.0,0.0,-13.56,246.0,0.0,19,1,3.0,0.6842104999999999,0.7857143,-0.1428571,4.0,80.0,124574.40000000001,0.01543673,0,0
19496,19496,91844.0,1130,497,0,871,28350.0,7400.0,25360.0,11825.0,2974.0,15935.0,0.0,6,1,231.0,0.3333333,1.0,-1.510417,6.0,81.0,1724910.0,0.1975842,0,1
19505,19505,12960.0,408,287,10,890,1300.0,1610.0,6288.0,0.0,3618.0,108.0,36.0,2,1,384.0,1.0,0.6961695,-0.6863563,3.0,78.0,245280.0,0.05524324,0,0
19507,19507,2390.0,50,34,3,889,490.0,440.0,0.0,110.0,445.0,265.0,640.0,3,1,59.0,1.0,0.3333333,0.0,6.0,81.0,47940.0,0.005491409,0,0
19520,19520,8683.0,238,79,8,875,105.0,278.0,479.0,6468.0,1214.0,139.0,0.0,1,1,31.0,0.0,1.0,0.0,10.0,81.0,205590.0,0.009931884,0,0
19523,19523,4836.0,290,82,0,877,1499.0,968.0,88.0,275.0,485.0,1521.0,0.0,1,1,5.0,1.0,2.0,-1.0,4.0,86.0,62970.0,0.0112246,1,0
19533,19533,7185.0,385,157,2,870,1937.0,1708.0,0.0,1065.0,1722.0,719.0,34.0,0,0,172.0447,0.487001,0.5498848000000001,-0.7311049,6.0,81.0,119670.0,0.008224742,0,0
19549,19549,62811.8,3466,989,1,874,20334.8,25433.4,1957.2,4339.0,750.0,7383.4,2614.0,1,1,468.0,1.0,0.0,-3.0,80.0,91.0,1180314.0,0.001199945,0,1
19560,19560,17911.8,1215,410,0,871,6138.0,6296.0,196.0,2140.8,0.0,3141.0,0.0,0,0,181.7995,0.5222757,0.8586767,-0.5452638000000001,20.0,93.0,397374.0,0.008606758,0,0
19563,19563,19226.0,783,424,0,868,5434.0,1473.0,2832.0,2788.0,2826.0,1831.0,2042.0,5,1,114.0,0.8,1.0,0.0,10.0,93.0,341460.0,0.02523725,0,0
19569,19569,2735.0,44,33,13,567,550.0,165.0,0.0,330.0,1305.0,385.0,0.0,0,0,171.2544,0.4229689,0.8633556,-0.6996095999999999,6.0,80.0,41550.0,0.002820774,1,0
19574,19574,1383.0,64,28,3,878,260.0,0.0,364.0,0.0,0.0,209.0,550.0,0,0,173.9345,0.5741847,0.7005677,-0.6092613,1.0,73.0,20580.0,0.006070796,0,0
19582,19582,16120.0,184,88,1,871,5460.0,2375.0,2690.0,2200.0,0.0,3395.0,0.0,8,1,56.0,0.375,1.010417,0.6354167,3.0,80.0,335700.0,0.01121242,0,0
19583,19583,219550.0,9321,2108,0,869,39861.5,45283.45,0.0,17603.4,28138.9,31350.8,57312.0,2,1,45.0,0.5,0.5,0.0,2.0,86.0,4410855.0,0.4523955,0,1
19589,19589,2683.2,176,94,45,870,373.0,621.0,248.0,371.0,154.2,426.0,490.0,0,0,126.0979,0.6116893,0.8971687,-1.097662,3.0,77.0,70338.0,0.006832935,0,0
19591,19591,7956.6,133,99,20,869,3622.0,874.0,0.0,1045.0,911.6,1504.0,0.0,12,1,317.0,0.75,0.625,-0.375,7.0,86.0,164370.0,0.0116327,0,0
19594,19594,18412.0,240,204,0,868,6861.0,2764.0,849.0,935.0,2685.0,3830.0,488.0,6,1,7.0,0.8333333,0.3333333,-0.3333333,10.0,89.0,345630.0,0.01677001,0,0
19614,19614,19931.0,1035,103,16,884,1978.0,3393.0,1227.0,0.0,0.0,1349.0,11984.0,5,1,374.0,0.2,0.5,0.0,10.0,89.0,354900.0,0.02767966,0,0
19618,19618,8568.0,471,136,13,869,970.0,1460.0,3724.0,0.0,0.0,1600.0,814.0,1,1,429.0,1.0,0.0,-1.0,4.0,91.0,155040.0,0.007089163,0,0
19619,19619,1656.2,92,84,3,868,208.0,226.0,34.0,520.0,386.2,246.0,36.0,2,1,391.0,1.0,0.0,-4.0,10.0,87.0,28776.000000000004,0.002356757,1,0
19629,19629,1498.0,86,29,35,882,259.0,227.0,238.0,142.0,158.0,474.0,0.0,0,0,125.782,0.4556515,0.9079616,-0.8202082,30.0,88.0,27600.0,0.00015159,1,0
19630,19630,908.4,45,40,0,853,210.0,176.0,0.0,0.0,522.4,0.0,0.0,0,0,181.4059,0.544063,0.592779,-1.007623,6.0,81.0,17856.0,0.002315953,0,0
