,Unnamed: 0,Monetary_score,Total_quantity,Number_order,recency_score,days_customer,amount_cc,amount_diet,amount_energy,amount_lemonade,amount_other,amount_sprite_fanta,amount_water,count,complaint,DaysLastcomp,Percentage_firstcall,DaysToClose,Daysdiff,ActualEmployees,CreditNumericScore,clv,spendingRatio,churn,high_value
3736,3736,29820.0,352,225,10,2436,10815.0,3780.0,4020.0,4345.0,1400.0,5460.0,0.0,1,1,49.0,0.0,0.0,-1.0,15.0,87.0,449250.0,0.0205418381344307,0,0
3737,3737,2541.6,94,40,52,2439,454.0,626.0,589.6,0.0,138.0,68.0,666.0,2,1,275.0,0.5,0.0,-1.0,2.41280580470546,48.0,53807.99999999999,0.0220624116026073,0,0
3739,3739,17087.6,678,289,8,2437,4550.0,742.0,3846.4,1624.0,1951.2,2118.0,2256.0,1,1,268.0,0.0,1.0,0.0,10.0,96.0,406908.0,0.0019688779213238,0,0
3746,3746,54652.8,3410,1217,3,3167,18800.0,11956.0,5301.0,4472.0,5415.8,7240.0,1468.0,3,1,15.0,1.0,1.0,-0.333333333333333,50.0,96.0,1141944.0,0.0186683668464934,0,1
3757,3757,56542.4,3782,1305,2,2404,21600.0,7826.0,4961.0,3155.0,9530.4,7571.0,1899.0,0,0,204.480427669954,0.5627750500998471,0.728179735769552,-0.303696079283947,14.0,90.0,1074432.0,0.0547620795107034,0,1
3764,3764,24154.22,456,344,0,3163,8781.92,8224.4,2721.52,460.44,952.18,2945.76,68.0,11,1,127.0,0.454545454545455,1.18181818181818,-0.545454545454545,15.0,91.0,420635.10000000003,0.0166127606635071,0,0
3772,3772,132036.56,1950,599,7,3165,39639.41,9228.77,19426.7,18015.2,22838.18,20328.3,2560.0,8,1,148.0,0.5,0.7142857142857142,0.0,10.0,89.0,2200876.8,0.150951769547325,0,1
3775,3775,62468.0,3535,518,1,3073,28995.0,11903.0,8826.0,178.0,-149.0,12679.0,36.0,10,1,8.0,0.8,0.5,-0.25,3.0,83.0,1468860.0,0.3376689655172411,0,1
3780,3780,6858.0,314,106,23,3165,1216.0,672.0,3430.0,736.0,90.0,608.0,106.0,0,0,187.063821711626,0.502384530770361,0.7694057891934591,-0.560243562238719,2.0,81.0,139980.0,0.0530227272727273,0,0
3782,3782,10054.2,312,250,3,3166,2298.0,642.0,2100.2,664.0,1141.2,1006.0,2202.8,9,1,211.0,0.444444444444444,2.125,0.625,40.0,96.0,209556.0,0.0032353867531264,0,0
3785,3785,6445.0,369,150,49,3076,1358.0,3720.0,435.0,140.0,459.0,333.0,0.0,1,1,113.0,0.0,0.0,-1.0,30.0,100.0,123990.0,0.0005046398046398,1,0
3804,3804,61827.7,3662,1743,3,3171,13326.0,8178.0,7174.0,10382.0,3497.7,12140.0,7130.0,0,0,175.18111017126597,0.8164876902294791,0.6323207850790821,-0.3745157774298689,3.0,85.0,1195305.0,0.228985632183908,0,1
3814,3814,293626.0,12572,2756,0,3179,21032.2,65122.6,10827.4,8031.0,41487.2,51834.0,95291.6,0,0,135.135981515857,0.275299545655349,0.5332050760258611,-0.2452818111762489,1675.0,96.0,5051670.0,0.0009163421513346,0,1
3821,3821,1000.0,16,11,56,3181,210.0,210.0,330.0,55.0,195.0,0.0,0.0,0,0,197.92738078705503,0.487837869640388,0.445063326608634,-1.02365048588216,2.36586892947014,46.0,16500.0,0.0183619543566411,1,0
3831,3831,62531.6,3123,1095,0,8411,9362.0,12201.0,13128.4,2483.0,13349.2,4886.0,7122.0,2,1,112.0,1.0,0.0,0.0,3.0,90.0,1201458.0,0.0812344827586207,0,1
3837,3837,3593.0,206,53,35,8411,1100.0,790.0,1282.0,0.0,0.0,421.0,0.0,2,1,251.0,0.5,0.0,0.0,50.0,100.0,71070.0,0.0069362321027502,1,0
3840,3840,1755.0,100,46,0,8411,737.0,52.0,566.0,210.0,0.0,190.0,0.0,1,1,0.0,0.0,1.0,0.0,3.0,88.0,36840.0,0.0053391304347826,1,0
3843,3843,329406.2,15103,5838,0,8411,54453.0,53915.0,84447.0,12642.0,47561.6,42220.0,34167.6,2,1,182.0,1.0,0.0,0.0,3.0,86.0,6314286.000000001,0.426929411764706,0,1
3847,3847,6915.0,83,68,44,3186,2945.0,1050.0,880.0,990.0,0.0,1050.0,0.0,1,1,149.0,1.0,1.0,0.0,12.0,90.0,138900.0,0.0076026272577996,1,0
3850,3850,6170.0,86,44,56,3185,0.0,0.0,0.0,660.0,5455.0,55.0,0.0,2,1,65.0,0.0,0.0,-1.0,8.0,88.0,113850.0,0.0081788793103448,0,0
3855,3855,2902.0,166,68,36,3177,543.0,558.0,929.0,0.0,0.0,872.0,0.0,0,0,218.27589043101503,0.556568594820738,0.54101350842363,-0.634916444347053,20.0,100.0,52890.0,0.0008779880478087,0,0
3865,3865,2404.0,137,15,41,3186,1825.0,471.0,0.0,0.0,0.0,108.0,0.0,0,0,212.562904998226,0.4362520741907,0.6767382604942339,-0.635049224684688,30.0,100.0,51720.0,0.000116502230031,0,0
3866,3866,6828.6,350,113,35,8411,490.0,389.0,3298.0,492.0,1713.6,404.0,42.0,0,0,215.24895158537103,0.5314612340945439,0.690203400600889,-0.616720829119604,5.0,90.0,125148.0,0.0051122549019607,0,0
3867,3867,18116.0,1153,414,31,3157,6214.0,1710.0,4238.0,830.0,690.0,3460.0,974.0,1,1,423.0,0.0,1.0,0.0,16.0,91.0,330480.0,0.0173753943217666,1,0
3870,3870,56077.4,2520,1212,1,3178,9308.0,9169.0,2622.0,2705.0,12678.4,4537.0,15058.0,2,1,73.0,0.5,0.5,0.0,3.0,90.0,1057602.0,0.0643310218978102,0,1
3875,3875,71285.0,864,572,2,3170,19845.0,15250.0,15215.0,5665.0,3465.0,8845.0,3000.0,7,1,36.0,0.0,0.5714285714285711,-0.285714285714286,12.0,90.0,1376250.0,0.0955729166666667,0,1
3899,3899,19280.6,835,249,21,2432,2892.0,4880.0,54.0,904.4,7703.8,528.0,2318.4,1,1,329.0,0.0,0.880508353553165,-1.40280881734215,4.03576810624393,53.0,411348.0,0.0257498016180803,0,0
3910,3910,1631.0,93,48,58,2429,420.0,211.0,510.0,0.0,0.0,490.0,0.0,0,0,221.844772699442,0.615307473994186,0.477895231362445,-0.600126611950603,70.0,100.0,27000.0,0.0041010171705622,0,0
3913,3913,4636.0,287,173,37,2428,1020.0,288.0,790.0,1006.0,-336.0,1242.0,626.0,10,1,2.0,0.5,0.142857142857143,-1.5654761904761898,6.0,90.0,67080.0,0.0046583333333333,0,0
3914,3914,63922.2,2167,1283,6,2401,15504.2,2862.0,13868.0,2862.0,5332.0,11337.0,12157.0,9,1,35.0,0.444444444444444,1.33333333333333,-0.5,35.0,93.0,1268586.0,0.0248450058754407,0,1
3915,3915,6025.0,88,57,1,2397,1470.0,1995.0,320.0,660.0,920.0,660.0,0.0,2,1,98.0,0.0,0.0,-0.5,5.0,86.0,100950.0,0.0146943231441048,0,0
3917,3917,3566.2,202,94,37,2400,0.0,0.0,0.0,0.0,577.2,0.0,2989.0,0,0,198.74182296268,0.509410424983418,0.836004604950844,-0.584724730952898,10.0,90.0,42894.0,0.0021213649851632,0,0
3927,3927,7588.0,325,78,10,2423,1020.0,242.0,2166.0,1446.0,0.0,1434.0,1280.0,5,1,14.0,0.4,1.25,0.0,8.0,86.0,110880.0,0.009286432160804,0,0
3933,3933,3276.8,95,68,52,2414,594.0,208.0,492.0,546.0,214.8,492.0,730.0,1,1,0.0,1.0,0.0,-1.0,4.0,83.0,54204.0,0.0072271999999999,0,0
3935,3935,57602.6,3092,1372,2,2403,9270.0,12910.0,3595.4,1606.0,18541.4,3177.0,8502.8,1,1,189.0,1.0,0.0,0.0,4.0,76.0,1115244.0,0.0519201117318436,0,1
3945,3945,66865.5,872,553,0,2360,16690.0,10825.0,0.0,2805.0,21897.5,9870.0,4778.0,7,1,188.0,0.142857142857143,1.16666666666667,-2.00694444444444,25.0,89.0,1293255.0,0.0155345945945946,0,1
3946,3946,26996.0,1161,93,10,2430,7296.0,11832.0,0.0,5420.0,0.0,2448.0,0.0,3,1,121.0,0.333333333333333,0.5,0.0,40.0,93.0,486480.0,0.0072039093736117,0,0
3948,3948,3302.4,189,28,21,2379,1027.0,1044.0,175.0,0.0,80.4,976.0,0.0,1,1,135.0,0.0,0.0,0.0,10.0,90.0,71022.0,0.00445,0,0
3951,3951,83745.0,2522,737,6,2409,0.0,0.0,0.0,0.0,14712.0,0.0,69033.0,2,1,444.0,1.0,0.5,0.5,50.0,90.0,1937190.0,0.0088686993544842,0,1
3955,3955,7586.4,233,99,6,2396,0.0,0.0,0.0,0.0,2304.4,0.0,5282.0,0,0,195.145389696766,0.435693214191043,0.777365293005884,-0.85703938139474,15.0,94.0,129312.0,0.004854054054054,0,0
3956,3956,3816.0,110,22,3,2395,0.0,0.0,0.0,0.0,0.0,0.0,3816.0,6,1,65.0,0.166666666666667,0.75,-0.75,6.0,82.0,80820.0,0.0079704142011834,0,0
3960,3960,57357.0,1117,881,6,2390,7980.0,8579.0,4305.0,2090.0,20139.0,10365.0,3899.0,0,0,157.41641929498698,0.4005480751101209,0.714144878092937,-0.341569940583532,6.0,76.0,1075020.0,0.0729816700610998,0,1
3962,3962,3458.0,104,72,22,2345,388.0,486.0,779.0,0.0,1315.0,490.0,0.0,0,0,188.98826449493697,0.557278494701888,0.6357117927187971,-0.78406106413823,3.0,83.0,71790.0,0.0172158273381295,0,0
3964,3964,56895.0,1879,1410,1,2438,7642.0,5380.0,8158.6,3407.0,12305.4,6630.0,13372.0,2,1,62.0,1.0,0.0,-1.5,1763.0,100.0,1072650.0,0.0001108981337601,0,1
3970,3970,941582.0,52982,629,0,2368,459595.0,269626.0,6076.0,8590.0,25281.0,139144.0,33270.0,0,0,59.80257409194161,0.396686546396168,0.5621224707642111,-0.335566337086546,1.0,78.0,18989580.0,5.27488333333333,0,1
3971,3971,195751.1,9425,3642,2,2403,32058.7,43756.55,1484.7,26744.35,43971.75,25298.05,22437.0,5,1,212.0,1.0,0.25,-0.75,3.0,91.0,3616393.5,0.200576455906822,0,1
3977,3977,6849.95,283,145,13,2422,1306.0,348.0,1942.0,1397.95,350.0,634.0,872.0,2,1,57.0,0.5,0.0,-1.0,20.0,95.0,163140.0,0.0007945645821157,0,0
3984,3984,73359.0,2354,1200,3,2390,1078.0,4962.0,0.0,6226.0,12529.0,2418.0,46146.0,3,1,72.0,0.666666666666667,0.0,-0.333333333333333,20.0,93.0,1354440.0,0.0398130511463845,0,1
3988,3988,5885.0,108,78,48,2390,740.0,1170.0,605.0,495.0,1785.0,1090.0,0.0,4,1,220.0,0.25,0.5,0.0,63.0,96.0,77550.0,0.0010077972709551,0,0
3992,3992,7721.0,435,171,10,2409,1452.0,1662.0,2684.0,144.0,649.0,934.0,196.0,3,1,101.0,1.0,1.0,0.0,4.0,83.0,139260.0,0.0013604923798358,0,0
4007,4007,88098.0,4614,2316,1,2369,18350.0,15312.0,2712.0,2970.0,20153.0,5934.0,22667.0,0,0,208.33451440259495,0.7464339823937671,0.523657635053329,-0.475302622111937,4.0,86.0,1839540.0,0.227947955390335,0,1
4011,4011,85022.0,1161,684,0,2347,31138.0,20824.0,3740.0,4745.0,15135.0,9372.0,68.0,5,1,14.0,0.2,0.0,-0.5,6.0,86.0,1598370.0,0.2183565573770489,0,1
4016,4016,82844.0,5532,284,2,2379,9752.0,12778.0,0.0,11920.0,1632.0,4869.0,41893.0,3,1,44.0,1.0,0.0,-1.0,15.0,84.0,1500450.0,0.0099532338308457,0,1
4019,4019,4397.0,137,46,8,2401,356.0,125.0,0.0,0.0,0.0,0.0,3916.0,1,1,289.0,0.0,0.6673155614989079,-0.387436867009015,3.0,81.0,88140.0,0.004091922005571,0,0
4020,4020,59973.0,2339,603,0,2401,14700.0,18600.0,0.0,16101.0,0.0,10572.0,0.0,12,1,114.0,0.4166666666666671,0.7142857142857142,0.0,100.0,93.0,1129050.0,0.0077390499691548,0,1
4021,4021,80949.8,986,447,1,2396,22156.0,9135.0,17395.2,11296.6,2767.0,18200.0,0.0,2,1,115.0,0.0,0.0,-0.5,6.0,85.0,1602654.0000000002,0.183580068728522,0,1
4022,4022,161872.0,9226,500,3,2347,53240.0,107612.0,0.0,0.0,0.0,0.0,1020.0,3,1,315.0,0.666666666666667,1.0,-1.0,1.0,83.0,2984460.0,1.3089736842105302,0,1
4026,4026,115951.4,3132,647,6,2366,37232.75,17360.65,53997.2,947.1,5633.1,780.6,0.0,14,1,36.0,0.6428571428571429,0.4583333333333329,-0.7272727272727271,7.304139048113298,43.0,2496882.0,0.1557706936840269,0,1
4028,4028,65673.8,2294,956,49,2366,5272.0,6188.0,0.0,38104.0,3743.8,3764.0,8602.0,1,1,311.0,1.0,0.510423119949644,-0.549014485585036,20.0,92.0,1118430.0,0.010008322147651,0,1
4045,4045,13748.0,695,190,10,2397,1116.0,2665.0,0.0,104.0,0.0,945.0,8918.0,17,1,113.0,0.647058823529412,1.625,-0.125,2.0,97.0,287520.0,0.0197212423815351,0,0
4047,4047,56566.0,1974,716,0,2396,4186.0,7508.0,3244.0,2860.0,3796.0,2014.0,32958.0,11,1,0.0,0.9090909090909092,0.333333333333333,0.0,2.0,78.0,1092390.0,0.111696319018405,0,1
4057,4057,99164.0,5459,624,2,2381,30162.0,52500.0,1689.0,813.0,2936.0,4476.0,6588.0,5,1,2.0,0.6,0.5,0.0,3.0,90.0,1854720.0,0.1111942446043169,0,1
4070,4070,12141.0,365,150,1,2401,278.0,452.0,0.0,1230.0,1436.0,176.0,8569.0,5,1,85.0,0.2,1.75,0.5,2.0,75.0,235380.0,0.07846,0,0
4075,4075,60682.0,1358,1021,0,2386,16803.0,4192.0,12100.0,5059.0,3571.0,15143.0,3814.0,0,0,170.90867812525698,0.6488552544358029,0.5959647019437629,-0.305782516879923,4.0,85.0,1214880.0,0.066383126137334,0,1
4078,4078,16338.2,942,189,13,2376,4534.0,5741.0,1934.0,629.6,958.0,992.0,1549.6,23,1,2.0,0.565217391304348,0.952380952380952,0.19047619047619,14.0,91.0,293976.0,0.0081321161825726,0,0
4089,4089,6264.0,191,103,8,2379,1790.0,212.0,104.0,896.0,632.0,1436.0,1194.0,1,1,330.0,1.0,0.733581480949717,-0.6256014169119279,5.0,78.0,136080.0,0.0096305732484076,0,0
4091,4091,286770.0,12901,2849,0,2376,84795.45,83492.8,33056.9,11198.0,22492.8,25575.05,26159.0,2,1,164.0,0.0,0.0,-1.0,3.0,90.0,5884555.5,0.357941332116788,0,1
4096,4096,6618.4,179,88,3,2402,0.0,0.0,194.4,0.0,3324.0,0.0,3100.0,10,1,14.0,0.3,0.0,-1.0,12.0,85.0,142092.0,0.0105019955654102,0,0
4104,4104,15121.0,498,87,14,2397,7949.0,4356.0,410.0,386.0,0.0,1568.0,452.0,2,1,84.0,0.5,1.0,0.0,9.0,88.0,270540.0,0.0206361556064073,0,0
4107,4107,2453.6,70,42,30,2373,806.0,634.0,0.0,0.0,241.6,596.0,176.0,5,1,1.0,0.4,0.25,-1.0,5.0,85.0,52757.99999999999,0.007237037037037,0,0
4112,4112,34045.0,1243,447,3,2339,6987.0,4543.0,2952.0,2698.0,6421.0,4960.0,5484.0,7,1,111.0,0.4285714285714289,0.0,-0.2,7.0,93.0,634980.0,0.0109900332117725,0,0
4113,4113,71659.0,5953,1323,1,2352,29403.0,5215.0,12383.0,4972.0,4401.0,15285.0,0.0,1,1,85.0,1.0,0.0,-1.0,5.0,86.0,1390560.0,0.15606734006734,0,1
4130,4130,86069.0,4810,1446,2,2339,31890.0,16299.0,3492.0,2172.0,8078.0,14964.0,9174.0,2,1,115.0,1.0,0.5,0.0,30.0,93.0,1553400.0,0.0339763779527559,0,1
4135,4135,980.0,20,15,21,2375,110.0,165.0,0.0,110.0,540.0,55.0,0.0,1,1,24.0,0.0,1.0,0.0,6.0,86.0,22050.0,0.0021810089020771,0,0
4139,4139,5910.0,112,73,35,2331,1375.0,935.0,330.0,0.0,1455.0,1815.0,0.0,0,0,220.962936846884,0.5461251184084339,0.7075553684447579,-0.955881620835128,20.0,91.0,111750.0,0.0022741147741147,0,0
4146,4146,360.0,20,12,43,2373,108.0,126.0,36.0,18.0,0.0,72.0,0.0,0,0,166.776222322673,0.496044818410005,0.8108937826464409,-0.873215630457325,12.0,83.0,10800.0,0.0099340422518458,0,0
4150,4150,2194.0,62,35,29,2366,530.0,106.0,388.0,36.0,0.0,1064.0,70.0,0,0,186.613739464526,0.568722315999443,0.945906637311201,-0.763363271374466,2.0,81.0,46440.0,0.0138214285714286,1,0
4152,4152,2125.0,97,41,30,2347,381.0,0.0,294.0,329.6,0.0,18.0,1102.4,3,1,20.0,0.666666666666667,3.0,1.0,4.0,89.0,37650.0,0.0041419141914191,0,0
4153,4153,74212.0,1049,465,7,2345,15778.0,12998.0,17060.0,13585.0,798.0,12563.0,1430.0,7,1,59.0,0.5714285714285711,1.0,0.333333333333333,6.0,86.0,1437960.0,0.164714776632302,0,1
4155,4155,25976.8,1421,204,9,2365,5985.0,1575.0,1595.0,1540.0,650.0,1575.0,13056.8,4,1,6.0,0.25,0.333333333333333,0.0,2.0,63.0,473304.0,0.0258212765957447,0,0
4163,4163,576.8,32,13,38,2324,123.0,212.0,124.0,0.0,0.0,53.0,64.8,1,1,401.0,1.0,0.8233128361624041,-0.609774043885832,14.0,96.0,12204.0,0.0084415573788787,1,0
4167,4167,6379.65,175,84,37,2352,683.2,1109.35,1290.7,1038.25,1062.0,1124.15,72.0,5,1,114.0,0.4,1.25,0.0,200.0,100.0,122152.5,0.007666409008566,0,0
4169,4169,35516.0,599,467,1,2352,6923.4,4020.0,13684.2,479.0,1968.0,2815.4,5626.0,0,0,174.83918649961998,0.516992488970014,0.619883704128282,-0.748828841569427,4.0,85.0,684720.0,0.1176494845360819,0,0
4171,4171,60067.4,1841,918,2,2351,16125.0,4290.0,19669.2,986.0,7881.2,7092.0,4024.0,4,1,86.0,1.0,0.0,0.0,2.0,81.0,1202502.0,0.413230927835052,0,1
4194,4194,180880.0,8984,3761,1,2331,28140.0,12440.0,19499.2,25722.0,29535.8,15414.0,50129.0,0,0,195.517908777397,0.734083196873511,0.4503863867689961,-0.6731626732024429,18.0,94.0,3616500.0,0.0993816982687551,0,1
4196,4196,45466.0,1310,46,1,2338,0.0,0.0,0.0,0.0,0.0,0.0,45466.0,4,1,309.0,0.75,0.0,0.0,35.0,96.0,1064100.0,0.0149352993167115,0,1
4217,4217,2390.0,29,27,54,2295,315.0,420.0,0.0,385.0,1060.0,210.0,0.0,1,1,289.0,0.0,1.10832678773546,-1.30102103133878,12.0,90.0,39450.0,0.0018893678160919,0,0
4221,4221,55812.0,2664,738,0,2327,13816.0,17331.0,512.0,715.0,7393.0,10481.0,5564.0,6,1,30.0,0.166666666666667,0.833333333333333,-0.166666666666667,6.0,86.0,1162410.0,0.158799180327869,0,1
4222,4222,54909.0,705,319,7,2326,18094.0,12650.0,2530.0,4675.0,9370.0,7272.0,318.0,1,1,314.0,0.0,1.06731106814024,-0.226770455486108,6.0,80.0,1033470.0,0.141184426229508,0,1
4233,4233,59934.0,758,245,22,2309,20790.0,13965.0,4950.0,6930.0,4797.0,8502.0,0.0,2,1,0.0,0.0,1.0,0.0,9.0,88.0,1118700.0,0.101607629427793,0,1
4235,4235,1634.0,92,51,43,2304,350.0,316.0,0.0,354.0,0.0,246.0,368.0,1,1,52.0,1.0,0.0,-1.0,20.0,95.0,36780.0,0.000362293144208,0,0
4247,4247,7126.4,260,155,13,2326,1102.0,460.0,1110.4,1262.0,604.0,668.0,1920.0,0,0,173.224048693213,0.5042614130855371,0.5782643633265631,-0.497395991798997,6.0,86.0,193272.0,0.0175542234332425,0,0
4248,4248,700.0,33,15,58,2326,140.0,140.0,70.0,0.0,34.0,140.0,176.0,0,0,206.206961270148,0.491165655567093,0.678291920172081,-0.9525957247341272,8.0,86.0,10800.0,0.0005120910384068,1,0
4254,4254,12341.4,692,208,13,2298,4073.6,3223.4,0.0,0.0,0.0,5044.4,0.0,4,1,344.0,0.25,1.0,0.0,30.0,96.0,249882.0,0.00287915658486,0,0
4261,4261,5885.0,84,52,28,2304,1155.0,1530.0,550.0,880.0,1130.0,640.0,0.0,0,0,144.573339631843,0.544627305003668,0.9292585126658268,-0.4056601912699079,150.0,100.0,115650.0,0.0001214594032578,0,0
4274,4274,1042.0,29,19,15,2323,210.0,140.0,70.0,238.0,104.0,70.0,210.0,2,1,23.0,0.5,0.0,0.0,1.0,81.0,15480.0,0.0043728813559322,1,0
4275,4275,3594.0,76,41,13,2323,752.0,577.0,531.0,330.0,320.0,1084.0,0.0,4,1,3.0,0.25,1.6666666666666698,0.333333333333333,20.0,91.0,75570.0,0.0030095579450418,0,0
4281,4281,44034.8,1495,450,8,3193,6192.15,5543.3,9747.1,233.65,20661.25,1657.35,0.0,0,0,164.175721009382,0.417246907895544,0.6527481149832111,-0.3261288086839289,7.0,90.0,828475.4999999999,0.0812230882352941,0,0
4282,4282,12324.75,252,199,6,3192,3901.35,1789.15,1565.15,2572.65,0.0,2496.45,0.0,5,1,98.0,0.6,1.2,-0.4,6.0,86.0,242172.0,0.027740206185567,0,0
4291,4291,820.0,25,5,35,3054,0.0,0.0,0.0,34.0,80.0,0.0,706.0,0,0,233.30027721741905,0.5705953020083511,0.784610977886035,-0.490231811484331,50.0,100.0,14040.0,0.006884998627131,1,0
4294,4294,64240.9,3069,1315,3,3199,13908.0,8451.0,4251.0,5510.0,9131.9,8045.0,14944.0,0,0,199.762777423566,0.809961806072556,0.514469843916659,-0.471389669304105,10.0,92.0,1261431.0,0.0724960344827586,0,1
4295,4295,1494.4,82,14,35,3198,0.0,0.0,0.0,0.0,704.0,0.0,790.4,0,0,230.271733172668,0.5441019211292539,0.656129101398764,-0.6326385386374169,24.0,98.0,23832.0,0.0053354739179596,0,0
4298,4298,57787.8,3952,1262,6,3051,27352.0,6736.0,1146.0,3307.0,5562.8,9452.0,4232.0,3,1,268.0,0.333333333333333,6.0,5.0,17.0,91.0,1066284.0,0.0373741324921136,0,1
4300,4300,100917.4,3934,527,10,3046,23606.0,1672.0,28460.4,6196.0,15113.0,13750.0,12120.0,2,1,234.0,0.5,1.0,0.0,2.0,86.0,2147832.0,0.289855870445344,0,1
4303,4303,7788.8,661,115,2,3201,1642.0,2184.0,246.0,610.0,1358.8,870.0,878.0,2,1,7.0,0.5,0.0,-1.0,5.0,87.0,151176.0,0.014953115727003,0,0
4304,4304,179050.0,10408,123,6,3199,51264.0,44917.0,0.0,37580.0,12384.0,32905.0,0.0,2,1,66.0,0.0,0.0,-0.5,5.267425613094799,50.0,2019780.0,0.0663186088257435,0,1
4310,4310,8002.2,791,140,13,3048,2945.0,492.0,734.0,1191.0,1351.2,1289.0,0.0,7,1,17.0,0.4285714285714289,4.57142857142857,3.71428571428571,15.0,94.0,127776.0,0.0329427000449765,0,0
4311,4311,61060.4,1464,741,1,3177,4361.0,5107.0,5177.4,19884.0,10919.0,1299.0,14313.0,5,1,157.0,0.6,0.0,-1.0,3.0,88.0,1270212.0,0.216022448979592,0,1
4312,4312,32870.0,1542,614,0,7969,5404.0,3100.0,9372.0,3308.0,6394.0,2100.0,3192.0,2,1,106.0,0.0,0.0,0.0,2.0,80.0,610560.0,0.2544,0,0
4314,4314,104798.0,3574,1061,2,3200,15540.0,8956.0,26757.6,13114.0,7238.4,18740.0,14452.0,6,1,36.0,0.333333333333333,0.166666666666667,-0.659722222222222,2.0,70.0,2072040.0,0.163668246445498,0,1
4324,4324,1226.0,45,23,35,2310,558.0,262.0,0.0,0.0,0.0,406.0,0.0,2,1,345.0,1.0,1.03658907691398,-0.249435873857661,2.0,71.0,27360.0,0.0035905511811023,0,0
4345,4345,6098.0,237,55,0,2276,0.0,0.0,0.0,0.0,6098.0,0.0,0.0,3,1,44.0,0.333333333333333,0.0,0.0,187.0,98.0,100860.0,0.0042292650472574,0,0
4347,4347,1590.0,34,25,52,2324,34.0,141.0,146.0,311.0,714.0,244.0,0.0,1,1,141.0,0.0,0.0,0.0,2.0,81.0,33390.0,0.0099375,0,0
4350,4350,121243.0,6592,344,3,2290,19661.0,16557.0,2537.6,26671.0,997.0,10728.0,44091.4,0,0,136.452820065331,0.475191133170367,0.56934502808812,-0.7427708276956471,7.0,90.0,3168090.0,0.155756637168142,0,1
4353,4353,1063.0,14,12,58,2276,420.0,210.0,110.0,0.0,0.0,323.0,0.0,0,0,198.999232809024,0.550665331729633,1.2812129949596,-0.359467079896475,17.0,91.0,31890.0,0.0013254364089775,1,0
4357,4357,90754.2,4072,1711,3,2296,12075.0,26202.0,2367.6,2714.0,19319.6,2942.0,25134.0,0,0,183.92995998643104,0.7160965238224509,0.354945319088161,-0.6036055903752691,3.0,88.0,1784135.9999999998,0.115702723735409,0,1
4381,4381,121624.6,4864,774,10,3199,25608.0,17912.0,25314.2,2568.4,15568.0,14516.0,20138.0,0,0,183.095963595868,0.3459353164220349,0.898364203194265,-0.657078725015664,15.0,89.0,2330058.0,0.0584413844996238,0,1
4382,4382,972.0,35,33,52,3198,126.0,180.0,36.0,36.0,210.0,126.0,258.0,0,0,269.810220252241,0.476953542154908,0.888670560346739,-0.470368806385939,1.0,76.0,29160.0,0.0053406593406593,1,0
4383,4383,9783.2,342,82,14,3072,2800.0,4710.0,0.0,815.2,0.0,1458.0,0.0,5,1,274.0,0.4,0.591666666666667,-0.4,6.0,83.0,173076.0,0.0162512676056338,0,0
4394,4394,3430.0,196,71,50,7444,979.0,1124.0,731.0,311.0,0.0,285.0,0.0,0,0,262.90888010233897,0.559855555030817,0.975921204907815,-0.39161251350576,57.0,100.0,61080.0,0.0057944979281459,0,0
4398,4398,4318.0,209,68,34,7444,1890.0,632.0,666.0,568.0,212.0,314.0,36.0,1,1,430.0,0.0,1.0,-1.0,35.0,100.0,89760.0,0.0015265306122449,0,0
4399,4399,2656.0,134,58,29,7443,720.0,1214.0,0.0,0.0,360.0,362.0,0.0,10,1,245.0,0.4,1.0,-0.166666666666667,30.0,100.0,31710.0,0.0085166254573569,1,0
4405,4405,5430.0,165,29,44,7444,190.0,244.0,0.0,1974.0,0.0,226.0,2796.0,0,0,171.316103264262,0.35301608459206,0.595302088299969,-0.621648363296531,6.0,93.0,91560.0,0.0067187478280599,0,0
4411,4411,6383.6,286,137,1,7443,785.0,977.0,377.0,2330.0,1083.6,243.0,588.0,3,1,304.0,0.0,0.0,0.0,4.0,86.0,121848.0,0.0137216216216216,0,0
4412,4412,3848.0,221,51,51,7444,1732.0,1184.0,932.0,0.0,0.0,0.0,0.0,0,0,210.51945747593496,0.558587401303674,0.899089187347547,-0.7364106270081641,12.0,96.0,69030.0,0.0009087677725118,1,0
4421,4421,161509.25,6653,1695,0,2297,24240.55,65153.0,4334.2,505.5,45720.8,11462.0,10093.2,0,0,179.79244603525902,0.677037853049266,0.6495172312093629,-0.266879871544788,10.0,82.0,3144789.0,0.206350984251969,0,1
4427,4427,3310.0,40,30,7,2284,995.0,840.0,-55.0,550.0,665.0,315.0,0.0,4,1,107.0,0.5,0.5,0.0,15.0,94.0,57000.0,0.0018793273986152,1,0
4432,4432,6929.2,340,40,16,2310,3200.0,0.0,1205.2,0.0,0.0,2524.0,0.0,0,0,189.82437788786496,0.478524150807,0.337060613370945,-0.998469621305379,6.0,90.0,144336.0,0.01879375,1,0
4438,4438,213561.8,7456,328,9,2303,486.0,834.0,4021.0,136366.0,24665.0,362.0,46827.8,0,0,167.843560623529,0.866308864229978,1.14343826282854,-0.722885514858875,160.0,90.0,6331703.999999999,0.182118016790526,0,1
4454,4454,6910.0,82,57,24,2263,630.0,630.0,4185.0,550.0,0.0,915.0,0.0,1,1,220.0,1.0,1.0,0.0,10.0,89.0,130650.0,0.0108875,0,0
